"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"DeAndre Liggins","PG/SFPGSF","MIL","@ NOP","30th",108.75,3300,0.8,20,7.7,0.49,11.1,2.5,15.6,16.75,9.01,9.01,"%",29,2.7,17,7.5,2.3
"Paul Zipser","SG/SFSGSF","CHI","vs UTA","3rd",96,3300,0,18.6,11.3,0.67,17.3,5.3,16.8,9.1,5.82,5.82,"%",43,1.8,10,3.75,1.1
"Luc Mbah a Moute","SF/PFSFPF","HOU","vs CHA","17th",116,3300,2.1,32.2,16.4,0.64,12.9,5.6,25.5,22.2,14.96,14.96,"%",48,4.5,8,4.75,1.4
"Alex Abrines","SG/SFSGSF","OKC","@ IND","17th",107.5,3300,6.8,30.5,9.2,0.54,14.4,4.3,17,28,16.94,16.94,"%",26,5.1,31,24,7.3
"Nene Hilario","C","HOU","vs CHA","17th",116,3300,3.1,26.5,13.9,1.03,20.8,4.3,13.5,13.2,13.15,13.15,"%",52,4,18,14,4.2
"Shane Larkin","PG","BOS","vs DEN","21st",107,3200,0,13.8,7.1,0.71,16.7,3.4,10,0,0,0,"%",3,0,17,27.75,8.7
"Deyonta Davis","PF/CPFC","MEM","@ WAS","11th",96.75,3200,3.3,25.9,10.7,0.94,15.9,2.9,11.4,13.61,13.01,13.01,"%",40,4.1,9,4,1.3
"Jodie Meeks","SG","WAS","vs MEM","13th",103.75,3200,0,23,11.2,0.69,19.8,5.9,16.2,14.02,9.25,9.25,"%",39,2.9,18,17.75,5.5
"Jarell Martin","PF/CPFC","MEM","@ WAS","19th",96.75,3200,0,18.3,11.1,0.69,17.3,4.4,16.1,6.73,4.97,4.97,"%",40,1.6,8,3.25,1
"Marreese Speights","PF/CPFC","ORL","vs LAC","16th",105.25,3200,1.1,28.6,12.7,1.09,31.1,6.7,11.7,12,12.92,12.92,"%",38,4,13,5.5,1.7
"Ian Clark","PG/SGPGSG","NOP","vs MIL","29th",110.75,3200,0,20.5,9.4,0.65,18.3,4.7,14.5,10.09,6.33,6.33,"%",25,2,0,0,NA
"Raymond Felton","PG/SGPGSG","OKC","@ IND","15th",107.5,3100,3.8,23.4,13.5,0.82,19,6.4,16.5,16.57,12.18,12.18,"%",58,3.9,11,18.75,6
"Sindarius Thornwell","SG","LAC","@ ORL","21st",106.25,3100,0,19.6,8.5,0.53,14.8,3.5,16,15.94,8.13,8.13,"%",33,2.6,7,6,1.9
"Treveon Graham","SG/SFSGSF","CHA","@ HOU","22nd",104,3000,0,16.5,11.5,0.65,14.4,4.3,17.6,9.24,5.83,5.83,"%",54,1.9,14,8.75,2.9
"Royce O'Neale","SF","UTA","@ CHI","21st",101,3000,0,20.6,8.2,0.73,16.8,2.8,11.2,4,3.16,3.16,"%",0,1.1,2,0,NA
"Johnny O'Bryant","PF/CPFC","CHA","@ HOU","3rd",104,3000,0,21,9.1,1.07,32.7,4.6,8.5,5.36,5.11,5.11,"%",13,1.7,4,1.25,0.4
"Josh Huestis","SF/PFSFPF","OKC","@ IND","1st",107.5,3000,0.7,14.9,6.4,0.6,16.6,2.6,10.7,13,6.77,6.77,"%",37,2.3,16,8.75,2.9
"Rashad Vaughn","PG/SFPGSF","MIL","@ NOP","30th",108.75,3000,0.4,28.8,7.1,0.75,16.5,3,9.5,15.5,12.56,12.56,"%",0,4.2,17,6.5,2.2
"Abdel Nader","PF","BOS","vs DEN","6th",107,3000,0.5,16.5,4.2,0.58,16.6,2.2,7.3,14.7,7.35,7.35,"%",0,2.5,0,0,NA
"Terrance Ferguson","SG/SFSGSF","OKC","@ IND","17th",107.5,3000,0,8,2.3,0.35,12.4,1.5,6.6,5,1.98,1.98,"%",0,0.7,9,5.5,1.8
"Gary Payton II","SG","MIL","@ NOP","30th",108.75,3000,5.3,21.5,4.9,0.57,14.9,2.5,8.6,20,12.28,12.28,"%",6,4.1,17,18.5,6.2
"Guerschon Yabusele","PF/CPFC","BOS","vs DEN","23rd",107,3000,5.9,15.1,4.9,1.04,25.6,1.8,4.7,8.2,9.81,9.81,"%",47,3.3,0,0,NA
"C.J. Williams","SG","LAC","@ ORL","21st",106.25,3000,0.4,12.1,7,0.63,15.1,2.9,11.1,8,5.43,5.43,"%",52,1.8,22,11.25,3.8
"Danuel House","SG/SFSGSF","PHX","vs TOR","8th",104.25,3000,0,0,2.8,0.25,16.9,3,11,0,0,0,"%",0,0,19,4.75,1.6
"Joel Bolomboy","PF","MIL","@ NOP","28th",108.75,3000,0,6.1,4.5,0.64,26.4,1,7,0,0,0,"%",32,0,7,6.5,2.2
"Jamil Wilson","SF/PFSFPF","LAC","@ ORL","27th",106.25,3000,2.5,18.6,7.5,0.63,16.4,3.6,11.9,13.78,9.37,9.37,"%",39,3.1,22,14.75,4.9
"Jake Layman","SF/PFSFPF","POR","@ MIA","23rd",100.25,3000,4.5,16.1,4,0.63,16,2.3,6.3,14,9.48,9.48,"%",17,3.2,4,0,NA
"Jawun Evans","PG","LAC","@ ORL","29th",106.25,3000,2.2,18.6,9.3,0.75,22,4.4,12.4,11.15,9.22,9.22,"%",50,3.1,25,18.25,6.1
"TJ Leaf","SF/PFSFPF","IND","vs OKC","9th",106.5,3000,0,13.6,6.5,0.67,14.7,3.1,9.7,3.55,2.2,2.2,"%",12,0.7,4,4.75,1.6
"Jason Smith","PF/CPFC","WAS","vs MEM","10th",103.75,3000,8.6,26.9,7.1,0.69,17.9,3.5,10.3,25,16.43,16.43,"%",26,5.5,17,11,3.7
