"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"E'Twaun Moore","SG/SFSGSF","NOP","@ WAS","2nd",108.25,4600,6.8,37.7,22.3,0.69,15.7,10.2,32.1,31,20.06,20.06,"%",60,4.4,32,22.5,4.9
"Markieff Morris","SF/PFSFPF","WAS","vs NOP","29th",110.25,4600,7.7,39.6,19,0.84,21.9,8.9,22.7,25,21.33,21.33,"%",52,4.6,20,17.5,3.8
"John Henson","C","MIL","vs CLE","23rd",107,4500,10.8,43.7,21.5,0.92,15.4,5.6,23.4,26,24.91,24.91,"%",56,5.5,28,31,6.9
"Mike Scott","PF","WAS","vs NOP","29th",110.25,4500,14.2,46.4,16.4,0.89,19.5,6.7,18.5,27,27.97,27.97,"%",44,6.2,23,31,6.9
"Richaun Holmes","PF/CPFC","PHI","vs SAC","25th",107,4400,5.1,39.1,16.7,1.07,16.8,5.7,15.6,18,19.64,19.64,"%",42,4.5,26,18,4.1
"De'Aaron Fox","PG","SAC","@ PHI","19th",99,4300,6,33.5,20.3,0.81,23.4,9.7,25,25,17.75,17.75,"%",61,4.1,11,4.25,1
"Jeff Green","SF/PFSFPF","CLE","@ MIL","8th",108,4300,4.3,34.8,19.3,0.9,21.1,7.8,21.5,20,17.38,17.38,"%",55,4,25,21.5,5
"Bogdan Bogdanovic","SG/SFSGSF","SAC","@ PHI","15th",99,4300,15.6,35.8,19.2,0.79,20.1,8.4,24.2,30,24.24,24.24,"%",70,5.6,18,8.75,2
"Trevor Booker","PF/CPFC","PHI","vs SAC","25th",107,4200,0,32.9,22.7,1.08,20.6,8,21,12,13.25,13.25,"%",57,3.2,15,20.5,4.9
"T.J. McConnell","PG","PHI","vs SAC","16th",107,4100,3.7,41.9,20.6,0.87,13.6,5.5,23.6,25,20.03,20.03,"%",47,4.9,21,13,3.2
"J.R. Smith","SG/SFSGSF","CLE","@ MIL","28th",108,4000,12.1,36.5,18.1,0.6,13.3,7.6,30.2,33,22.51,22.51,"%",61,5.6,17,5,1.3
"Frank Mason III","PG/SGPGSG","SAC","@ PHI","19th",99,3900,10.4,34.2,15.8,0.86,25.6,7,18.3,23,20.61,20.61,"%",57,5.3,22,24.5,6.3
"Tony Snell","SG/SFSGSF","MIL","vs CLE","21st",107,3700,2.7,25.7,16.1,0.52,10.2,6,31.2,25,12.55,12.55,"%",59,3.4,23,16,4.3
"Jose Calderon","PG","CLE","@ MIL","3rd",108,3700,0,30.2,11.2,0.64,10.2,3.3,17.5,20,12.16,12.16,"%",19,3.3,23,19.5,5.3
"Amir Johnson","PF/CPFC","PHI","vs SAC","25th",107,3700,7.1,38.3,14.8,1.01,13.7,3.5,14.7,20,20.5,20.5,"%",40,5.5,18,19.25,5.2
"Kyle Korver","SG/SFSGSF","CLE","@ MIL","28th",108,3600,5,31.5,17.4,0.79,16.8,7.3,22.1,20,16.38,16.38,"%",56,4.6,23,7.5,2.1
"Garrett Temple","PG/SGPGSG","SAC","@ PHI","15th",99,3600,0,25.5,16,0.67,16.5,7.2,23.9,16,9.87,9.87,"%",51,2.7,32,27,7.5
"Tristan Thompson","PF/CPFC","CLE","@ MIL","26th",108,3500,3.3,24.8,11.3,0.64,8.5,2.6,17.7,18,12.49,12.49,"%",45,3.6,18,19.75,5.6
"Jae Crowder","SF/PFSFPF","CLE","@ MIL","8th",108,3500,2.8,28.3,15.7,0.63,15.9,7.2,24.9,22,13.75,13.75,"%",54,3.9,36,22,6.3
"Dante Cunningham","SF/PFSFPF","NOP","@ WAS","17th",108.25,3500,6.5,28.5,13.9,0.62,10.9,5,22.6,22,15.93,15.93,"%",55,4.6,17,3.25,0.9
"Tim Frazier","PG","WAS","vs NOP","23rd",110.25,3500,0,13,13.4,0.81,13.8,3.4,16.6,0,0,0,"%",51,0,5,5,1.4
"Tomas Satoransky","PG/SGPGSG","WAS","vs NOP","30th",110.25,3500,8.2,38.7,13.3,0.79,15.5,4,16.9,23,21.25,21.25,"%",34,6.1,21,21.75,6.2
"Thon Maker","PF/CPFC","MIL","vs CLE","23rd",107,3400,3.6,24.8,12.4,0.68,13.2,3.9,18.3,19,12.65,12.65,"%",51,3.7,14,15.75,4.6
"Kosta Koufos","C","SAC","@ PHI","11th",99,3400,2.3,30.9,16.3,0.91,14,4.2,18,16,14.56,14.56,"%",50,4.3,11,13,3.8
"Jerryd Bayless","PG/SGPGSG","PHI","vs SAC","16th",107,3400,1.1,23.5,16.4,0.65,15.4,7.3,25.4,17,10.71,10.71,"%",61,3.2,26,22.25,6.5
"Ian Mahinmi","C","WAS","vs NOP","21st",110.25,3400,3.3,24.4,10.8,0.74,14.2,2.7,14.5,17,12.38,12.38,"%",44,3.6,16,14.25,4.2
"Jameer Nelson","PG/SGPGSG","NOP","@ WAS","17th",108.25,3400,5.4,30.1,17.3,0.71,12.2,5.2,24.5,22,15.95,15.95,"%",59,4.7,15,8.75,2.6
"Darius Miller","SF","NOP","@ WAS","17th",108.25,3400,4.2,32.4,13.2,0.66,15.3,5.5,20.1,24,16.3,16.3,"%",39,4.8,25,4.75,1.4
"DeAndre Liggins","SG/SFSGSF","MIL","vs CLE","23rd",107,3300,0,16.7,7.6,0.5,10.4,2.4,15.1,12,5.82,5.82,"%",29,1.8,16,4.75,1.4
"Channing Frye","PF/CPFC","CLE","@ MIL","7th",108,3200,0,17.9,9.7,0.78,17.1,3.6,12.4,9,5.54,5.54,"%",36,1.7,0,0,NA
"Matthew Dellavedova","PG/SGPGSG","MIL","vs CLE","21st",107,3200,4.3,19.9,13,0.66,17.2,5.1,19.7,16,10.99,10.99,"%",66,3.4,10,8.5,2.7
"Skal Labissiere","PF/CPFC","SAC","@ PHI","24th",99,3200,0.9,26.6,14.8,0.93,24.7,6.6,16,13,11.88,11.88,"%",50,3.7,4,5.5,1.7
"Jodie Meeks","SG","WAS","vs NOP","30th",110.25,3100,2.9,26.9,11,0.67,19.2,5.8,16.3,18,13.18,13.18,"%",38,4.3,17,6.5,2.1
"Vince Carter","SG/SFSGSF","SAC","@ PHI","15th",99,3100,0,15.4,8.3,0.62,14.5,3.5,13.4,7,4.27,4.27,"%",33,1.4,14,14.25,4.6
"Jason Terry","PG/SGPGSG","MIL","vs CLE","21st",107,3000,0,11.9,6.1,0.52,11.6,2.1,11.7,6,3.3,3.3,"%",30,1.1,0,0,NA
"Sterling Brown","SG","MIL","vs CLE","23rd",107,3000,0,6.1,6.9,0.95,20.2,2.8,7.3,0,0,0,"%",56,0,5,5.25,1.8
"Malachi Richardson","SG/SFSGSF","SAC","@ PHI","15th",99,3000,0,10.5,6.7,0.62,16,3.3,10.8,3,1.84,1.84,"%",35,0.6,19,9.5,3.2
"Justin Jackson","SG/SFSGSF","SAC","@ PHI","28th",99,3000,6.7,27.1,9.7,0.54,16.8,6.2,18.1,25,15.43,15.43,"%",40,5.1,20,11,3.7
"Timothe Luwawu-Cabarrot","SG/SFSGSF","PHI","vs SAC","9th",107,3000,0,16.8,10.9,0.68,19.7,5.7,16,11,6.79,6.79,"%",54,2.3,16,6.75,2.3
"Cheick Diallo","PF","NOP","@ WAS","21st",108.25,3000,0,9.7,6.4,0.81,14.6,2.5,7.9,0,0,0,"%",25,0,3,5.75,1.9
"Charles Cooke","SG","NOP","@ WAS","2nd",108.25,3000,0,2.5,2.8,1.4,42.5,2,2,0,0,0,"%",0,0,3,4.5,1.5
"Omer Asik","C","NOP","@ WAS","14th",108.25,3000,0,8,4.9,0.58,7.2,1.4,8.4,0,0,0,"%",19,0,3,5.75,1.9
"Ian Clark","PG/SGPGSG","NOP","@ WAS","2nd",108.25,3000,0,14.2,9.4,0.65,18.3,4.7,14.5,0,0,0,"%",25,0,17,5.75,1.9
"Cedi Osman","SG/SFSGSF","CLE","@ MIL","8th",108,3000,0,17,6.1,0.71,14.2,2.1,8.6,9,6.54,6.54,"%",14,2.2,5,0.75,0.3
