Position,Name,Salary,GameInfo,AvgPointsPerGame,Team,Opponent,Projection,Projection_dfn,Actual_fpts,HomeTeam,AwayTeam,IsHome,Date,Contest
C,Joel Embiid,9900,SAC@PHI 12/19/2017 07:00PM ET,47.554,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SF,Ben Simmons,9500,SAC@PHI 12/19/2017 07:00PM ET,45.231,PHI,SAC,45.97,46.9,47.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,John Wall,8800,NO@WAS 12/19/2017 07:00PM ET,41.171,WAS,NO,49.82,46.3,43.5,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Kevin Love,7800,CLE@MIL 12/19/2017 08:00PM ET,38.308,CLE,MIL,35.51,38.4,44.5,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG,Bradley Beal,7700,NO@WAS 12/19/2017 07:00PM ET,37.483,WAS,NO,38.75,41.0,44.25,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Khris Middleton,7300,CLE@MIL 12/19/2017 08:00PM ET,36.402,MIL,CLE,37.49,35.9,37.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Jrue Holiday,7100,NO@WAS 12/19/2017 07:00PM ET,35.092,NO,WAS,34.95,35.4,33.0,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Eric Bledsoe,6700,CLE@MIL 12/19/2017 08:00PM ET,32.298,MIL,CLE,29.2,34.3,38.75,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Zach Randolph,6400,SAC@PHI 12/19/2017 07:00PM ET,29.24,SAC,PHI,30.28,29.3,34.25,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG,Isaiah Thomas,6300,CLE@MIL 12/19/2017 08:00PM ET,0.0,CLE,MIL,0.0,0.0,0.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Robert Covington,6200,SAC@PHI 12/19/2017 07:00PM ET,31.76,PHI,SAC,32.83,33.2,28.75,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Dario Saric,6100,SAC@PHI 12/19/2017 07:00PM ET,25.787,PHI,SAC,27.96,32.1,27.75,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,Rajon Rondo,6000,NO@WAS 12/19/2017 07:00PM ET,27.344,NO,WAS,29.83,28.4,6.0,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Otto Porter,5800,NO@WAS 12/19/2017 07:00PM ET,30.625,WAS,NO,0.0,0.0,0.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,JJ Redick,5400,SAC@PHI 12/19/2017 07:00PM ET,27.712,PHI,SAC,27.91,28.5,12.5,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Willie Cauley-Stein,5200,SAC@PHI 12/19/2017 07:00PM ET,23.865,SAC,PHI,25.92,27.3,21.5,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Jabari Parker,5000,CLE@MIL 12/19/2017 08:00PM ET,0.0,MIL,CLE,0.0,0.0,0.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Dwyane Wade,4800,CLE@MIL 12/19/2017 08:00PM ET,24.429,CLE,MIL,24.15,22.4,27.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Malcolm Brogdon,4800,CLE@MIL 12/19/2017 08:00PM ET,24.093,MIL,CLE,21.32,22.1,24.75,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Kelly Oubre,4700,NO@WAS 12/19/2017 07:00PM ET,22.575,WAS,NO,24.26,23.3,16.5,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
C,Marcin Gortat,4700,NO@WAS 12/19/2017 07:00PM ET,25.208,WAS,NO,21.81,20.8,37.5,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Markieff Morris,4600,NO@WAS 12/19/2017 07:00PM ET,18.977,WAS,NO,19.78,21.4,17.5,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,E'Twaun Moore,4600,NO@WAS 12/19/2017 07:00PM ET,22.35,NO,WAS,21.46,21.4,22.5,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Buddy Hield,4600,SAC@PHI 12/19/2017 07:00PM ET,21.731,SAC,PHI,23.16,23.5,39.25,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,George Hill,4600,SAC@PHI 12/19/2017 07:00PM ET,19.769,SAC,PHI,0.0,0.0,0.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF,Mike Scott,4500,NO@WAS 12/19/2017 07:00PM ET,15.777,WAS,NO,19.21,22.2,31.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
C,John Henson,4500,CLE@MIL 12/19/2017 08:00PM ET,21.435,MIL,CLE,21.74,22.6,31.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Richaun Holmes,4400,SAC@PHI 12/19/2017 07:00PM ET,15.875,PHI,SAC,22.09,20.7,18.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,De'Aaron Fox,4300,SAC@PHI 12/19/2017 07:00PM ET,20.25,SAC,PHI,21.25,19.7,4.25,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Bogdan Bogdanovic,4300,SAC@PHI 12/19/2017 07:00PM ET,19.231,SAC,PHI,19.96,21.8,8.75,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Jeff Green,4300,CLE@MIL 12/19/2017 08:00PM ET,19.282,CLE,MIL,16.18,17.0,21.5,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Trevor Booker,4200,SAC@PHI 12/19/2017 07:00PM ET,22.773,PHI,SAC,18.23,15.8,20.5,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,TJ McConnell,4100,SAC@PHI 12/19/2017 07:00PM ET,20.293,PHI,SAC,18.04,20.9,13.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,JR Smith,4000,CLE@MIL 12/19/2017 08:00PM ET,18.177,CLE,MIL,18.17,18.4,5.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Frank Mason III,3900,SAC@PHI 12/19/2017 07:00PM ET,15.841,SAC,PHI,0.0,19.2,24.5,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Markelle Fultz,3800,SAC@PHI 12/19/2017 07:00PM ET,12.438,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Amir Johnson,3700,SAC@PHI 12/19/2017 07:00PM ET,14.952,PHI,SAC,11.28,16.4,19.25,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,Jose Calderon,3700,CLE@MIL 12/19/2017 08:00PM ET,10.693,CLE,MIL,10.31,12.1,19.5,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Tony Snell,3700,CLE@MIL 12/19/2017 08:00PM ET,16.141,MIL,CLE,9.74,12.9,16.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Garrett Temple,3600,SAC@PHI 12/19/2017 07:00PM ET,16.0,SAC,PHI,13.92,12.1,27.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Kyle Korver,3600,CLE@MIL 12/19/2017 08:00PM ET,17.355,CLE,MIL,15.3,14.8,7.5,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Tomas Satoransky,3500,NO@WAS 12/19/2017 07:00PM ET,13.31,WAS,NO,0.0,16.3,21.75,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,Tim Frazier,3500,NO@WAS 12/19/2017 07:00PM ET,13.422,WAS,NO,0.0,0.0,5.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Dante Cunningham,3500,NO@WAS 12/19/2017 07:00PM ET,13.784,NO,WAS,13.76,13.6,3.25,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Iman Shumpert,3500,CLE@MIL 12/19/2017 08:00PM ET,12.192,CLE,MIL,0.0,0.0,0.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Jae Crowder,3500,CLE@MIL 12/19/2017 08:00PM ET,15.734,CLE,MIL,13.49,14.9,22.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Tristan Thompson,3500,CLE@MIL 12/19/2017 08:00PM ET,11.341,CLE,MIL,11.73,11.9,19.75,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF,Darius Miller,3400,NO@WAS 12/19/2017 07:00PM ET,13.233,NO,WAS,13.63,14.3,4.75,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Jameer Nelson,3400,NO@WAS 12/19/2017 07:00PM ET,17.298,NO,WAS,14.38,15.1,8.75,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
C,Ian Mahinmi,3400,NO@WAS 12/19/2017 07:00PM ET,10.813,WAS,NO,12.63,12.7,14.25,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Jerryd Bayless,3400,SAC@PHI 12/19/2017 07:00PM ET,16.227,PHI,SAC,7.96,12.1,22.25,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
C,Kosta Koufos,3400,SAC@PHI 12/19/2017 07:00PM ET,16.302,SAC,PHI,15.11,14.5,13.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Thon Maker,3400,CLE@MIL 12/19/2017 08:00PM ET,12.429,MIL,CLE,12.72,12.5,15.75,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,Derrick Rose,3400,CLE@MIL 12/19/2017 08:00PM ET,19.786,CLE,MIL,0.0,0.0,0.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,DeAndre Liggins,3300,CLE@MIL 12/19/2017 08:00PM ET,7.55,MIL,CLE,7.23,0.0,4.75,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Jakarr Sampson,3200,SAC@PHI 12/19/2017 07:00PM ET,13.75,SAC,PHI,0.0,0.0,0.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Skal Labissiere,3200,SAC@PHI 12/19/2017 07:00PM ET,14.796,SAC,PHI,9.78,12.5,5.5,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Mirza Teletovic,3200,CLE@MIL 12/19/2017 08:00PM ET,13.175,MIL,CLE,0.0,0.0,0.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Matthew Dellavedova,3200,CLE@MIL 12/19/2017 08:00PM ET,12.962,MIL,CLE,9.84,9.7,8.5,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Channing Frye,3200,CLE@MIL 12/19/2017 08:00PM ET,9.362,CLE,MIL,6.61,0.0,0.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG,Jodie Meeks,3100,NO@WAS 12/19/2017 07:00PM ET,10.983,WAS,NO,10.62,12.0,6.5,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Tony Allen,3100,NO@WAS 12/19/2017 07:00PM ET,8.898,NO,WAS,0.0,0.0,0.0,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Vince Carter,3100,SAC@PHI 12/19/2017 07:00PM ET,8.263,SAC,PHI,9.39,0.0,14.25,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Ian Clark,3000,NO@WAS 12/19/2017 07:00PM ET,9.354,NO,WAS,0.0,0.0,5.75,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Jason Smith,3000,NO@WAS 12/19/2017 07:00PM ET,7.083,WAS,NO,0.0,0.0,0.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG,Sheldon Mac,3000,NO@WAS 12/19/2017 07:00PM ET,0.0,WAS,NO,0.0,0.0,0.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF,Mike Young,3000,NO@WAS 12/19/2017 07:00PM ET,0.0,WAS,NO,0.0,0.0,0.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG,Devin Robinson,3000,NO@WAS 12/19/2017 07:00PM ET,0.0,WAS,NO,0.0,0.0,0.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Chris McCullough,3000,NO@WAS 12/19/2017 07:00PM ET,6.321,WAS,NO,0.0,0.0,0.0,WAS,NO,True,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,Solomon Hill,3000,NO@WAS 12/19/2017 07:00PM ET,0.0,NO,WAS,0.0,0.0,0.0,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
C,Alexis Ajinca,3000,NO@WAS 12/19/2017 07:00PM ET,0.0,NO,WAS,0.0,0.0,0.0,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
C,Omer Asik,3000,NO@WAS 12/19/2017 07:00PM ET,4.906,NO,WAS,0.0,0.0,5.75,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF,Jalen Jones,3000,NO@WAS 12/19/2017 07:00PM ET,2.313,NO,WAS,0.0,0.0,0.0,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG,Charles Cooke,3000,NO@WAS 12/19/2017 07:00PM ET,2.75,NO,WAS,0.0,0.0,4.5,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF,Cheick Diallo,3000,NO@WAS 12/19/2017 07:00PM ET,5.55,NO,WAS,0.0,0.0,5.75,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG,Frank Jackson,3000,NO@WAS 12/19/2017 07:00PM ET,0.0,NO,WAS,0.0,0.0,0.0,WAS,NO,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Timothe Luwawu-Cabarrot,3000,SAC@PHI 12/19/2017 07:00PM ET,10.635,PHI,SAC,6.24,0.0,6.75,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
C,Georgios Papagiannis,3000,SAC@PHI 12/19/2017 07:00PM ET,7.167,SAC,PHI,0.0,0.0,0.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Harry Giles,3000,SAC@PHI 12/19/2017 07:00PM ET,0.0,SAC,PHI,0.0,0.0,0.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF,Jack Cooley,3000,SAC@PHI 12/19/2017 07:00PM ET,4.75,SAC,PHI,0.0,0.0,0.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Justin Jackson,3000,SAC@PHI 12/19/2017 07:00PM ET,9.7,SAC,PHI,6.71,13.6,11.0,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Malachi Richardson,3000,SAC@PHI 12/19/2017 07:00PM ET,6.654,SAC,PHI,0.0,0.0,9.5,PHI,SAC,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Furkan Korkmaz,3000,SAC@PHI 12/19/2017 07:00PM ET,3.583,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Justin Anderson,3000,SAC@PHI 12/19/2017 07:00PM ET,9.875,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF,James Michael McAdoo,3000,SAC@PHI 12/19/2017 07:00PM ET,5.0,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG,Jacob Pullen,3000,SAC@PHI 12/19/2017 07:00PM ET,0.0,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG,Gary Payton II,3000,CLE@MIL 12/19/2017 08:00PM ET,6.021,MIL,CLE,0.0,0.0,0.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Rashad Vaughn,3000,CLE@MIL 12/19/2017 08:00PM ET,7.433,MIL,CLE,0.0,0.0,0.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,DJ Wilson,3000,CLE@MIL 12/19/2017 08:00PM ET,1.475,MIL,CLE,0.0,0.0,0.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG,Sterling Brown,3000,CLE@MIL 12/19/2017 08:00PM ET,5.929,MIL,CLE,0.0,0.0,5.25,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PF,Joel Bolomboy,3000,CLE@MIL 12/19/2017 08:00PM ET,3.5,MIL,CLE,0.0,0.0,0.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
PG/SG,Jason Terry,3000,CLE@MIL 12/19/2017 08:00PM ET,5.972,MIL,CLE,4.53,0.0,0.0,MIL,CLE,True,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,John Holland,3000,CLE@MIL 12/19/2017 08:00PM ET,1.833,CLE,MIL,0.0,0.0,0.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
PG,London Perrantes,3000,CLE@MIL 12/19/2017 08:00PM ET,0.0,CLE,MIL,0.0,0.0,0.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SG/SF,Cedi Osman,3000,CLE@MIL 12/19/2017 08:00PM ET,5.786,CLE,MIL,5.36,0.0,0.75,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
PF/C,Ante Zizic,3000,CLE@MIL 12/19/2017 08:00PM ET,3.775,CLE,MIL,0.0,0.0,0.0,MIL,CLE,False,2017-12-19,$2.00entry_NBA $2 Double Up
SF/PF,LeBron James,11600,CLE@MIL 12/19/2017 08:00PM ET,58.073,CLE,MIL,59.68,57.0,60.25,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SF/PF,Giannis Antetokounmpo,11400,CLE@MIL 12/19/2017 08:00PM ET,55.87,MIL,CLE,52.99,55.4,60.5,MIL,CLE,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,DeMarcus Cousins,10700,NO@WAS 12/19/2017 07:00PM ET,55.008,NO,WAS,56.44,53.5,49.25,WAS,NO,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Anthony Davis,10100,NO@WAS 12/19/2017 07:00PM ET,48.72,NO,WAS,48.66,50.7,51.25,WAS,NO,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
C,Joel Embiid,9900,SAC@PHI 12/19/2017 07:00PM ET,47.554,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SF,Ben Simmons,9500,SAC@PHI 12/19/2017 07:00PM ET,45.231,PHI,SAC,45.97,46.9,47.0,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG,John Wall,8800,NO@WAS 12/19/2017 07:00PM ET,41.171,WAS,NO,49.82,46.3,43.5,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Kevin Love,7800,CLE@MIL 12/19/2017 08:00PM ET,38.308,CLE,MIL,35.51,38.4,44.5,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG,Bradley Beal,7700,NO@WAS 12/19/2017 07:00PM ET,37.483,WAS,NO,38.75,41.0,44.25,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,Khris Middleton,7300,CLE@MIL 12/19/2017 08:00PM ET,36.402,MIL,CLE,37.49,35.9,37.0,MIL,CLE,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Jrue Holiday,7100,NO@WAS 12/19/2017 07:00PM ET,35.092,NO,WAS,34.95,35.4,33.0,WAS,NO,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Eric Bledsoe,6700,CLE@MIL 12/19/2017 08:00PM ET,32.298,MIL,CLE,29.2,34.3,38.75,MIL,CLE,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Zach Randolph,6400,SAC@PHI 12/19/2017 07:00PM ET,29.24,SAC,PHI,30.28,29.3,34.25,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG,Isaiah Thomas,6300,CLE@MIL 12/19/2017 08:00PM ET,0.0,CLE,MIL,0.0,0.0,0.0,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SF/PF,Robert Covington,6200,SAC@PHI 12/19/2017 07:00PM ET,31.76,PHI,SAC,32.83,33.2,28.75,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Dario Saric,6100,SAC@PHI 12/19/2017 07:00PM ET,25.787,PHI,SAC,27.96,32.1,27.75,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG,Rajon Rondo,6000,NO@WAS 12/19/2017 07:00PM ET,27.344,NO,WAS,29.83,28.4,6.0,WAS,NO,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SF/PF,Otto Porter,5800,NO@WAS 12/19/2017 07:00PM ET,30.625,WAS,NO,0.0,0.0,0.0,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,JJ Redick,5400,SAC@PHI 12/19/2017 07:00PM ET,27.712,PHI,SAC,27.91,28.5,12.5,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Willie Cauley-Stein,5200,SAC@PHI 12/19/2017 07:00PM ET,23.865,SAC,PHI,25.92,27.3,21.5,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SF/PF,Jabari Parker,5000,CLE@MIL 12/19/2017 08:00PM ET,0.0,MIL,CLE,0.0,0.0,0.0,MIL,CLE,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Dwyane Wade,4800,CLE@MIL 12/19/2017 08:00PM ET,24.429,CLE,MIL,24.15,22.4,27.0,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Malcolm Brogdon,4800,CLE@MIL 12/19/2017 08:00PM ET,24.093,MIL,CLE,21.32,22.1,24.75,MIL,CLE,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,Kelly Oubre,4700,NO@WAS 12/19/2017 07:00PM ET,22.575,WAS,NO,24.26,23.3,16.5,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
C,Marcin Gortat,4700,NO@WAS 12/19/2017 07:00PM ET,25.208,WAS,NO,21.81,20.8,37.5,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
SF/PF,Markieff Morris,4600,NO@WAS 12/19/2017 07:00PM ET,18.977,WAS,NO,19.78,21.4,17.5,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,E'Twaun Moore,4600,NO@WAS 12/19/2017 07:00PM ET,22.35,NO,WAS,21.46,21.4,22.5,WAS,NO,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,Buddy Hield,4600,SAC@PHI 12/19/2017 07:00PM ET,21.731,SAC,PHI,23.16,23.5,39.25,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,George Hill,4600,SAC@PHI 12/19/2017 07:00PM ET,19.769,SAC,PHI,0.0,0.0,0.0,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF,Mike Scott,4500,NO@WAS 12/19/2017 07:00PM ET,15.777,WAS,NO,19.21,22.2,31.0,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
C,John Henson,4500,CLE@MIL 12/19/2017 08:00PM ET,21.435,MIL,CLE,21.74,22.6,31.0,MIL,CLE,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Richaun Holmes,4400,SAC@PHI 12/19/2017 07:00PM ET,15.875,PHI,SAC,22.09,20.7,18.0,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG,De'Aaron Fox,4300,SAC@PHI 12/19/2017 07:00PM ET,20.25,SAC,PHI,21.25,19.7,4.25,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,Bogdan Bogdanovic,4300,SAC@PHI 12/19/2017 07:00PM ET,19.231,SAC,PHI,19.96,21.8,8.75,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SF/PF,Jeff Green,4300,CLE@MIL 12/19/2017 08:00PM ET,19.282,CLE,MIL,16.18,17.0,21.5,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Trevor Booker,4200,SAC@PHI 12/19/2017 07:00PM ET,22.773,PHI,SAC,18.23,15.8,20.5,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG,TJ McConnell,4100,SAC@PHI 12/19/2017 07:00PM ET,20.293,PHI,SAC,18.04,20.9,13.0,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,JR Smith,4000,CLE@MIL 12/19/2017 08:00PM ET,18.177,CLE,MIL,18.17,18.4,5.0,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Frank Mason III,3900,SAC@PHI 12/19/2017 07:00PM ET,15.841,SAC,PHI,0.0,19.2,24.5,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Markelle Fultz,3800,SAC@PHI 12/19/2017 07:00PM ET,12.438,PHI,SAC,0.0,0.0,0.0,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PF/C,Amir Johnson,3700,SAC@PHI 12/19/2017 07:00PM ET,14.952,PHI,SAC,11.28,16.4,19.25,PHI,SAC,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG,Jose Calderon,3700,CLE@MIL 12/19/2017 08:00PM ET,10.693,CLE,MIL,10.31,12.1,19.5,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,Tony Snell,3700,CLE@MIL 12/19/2017 08:00PM ET,16.141,MIL,CLE,9.74,12.9,16.0,MIL,CLE,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Garrett Temple,3600,SAC@PHI 12/19/2017 07:00PM ET,16.0,SAC,PHI,13.92,12.1,27.0,PHI,SAC,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
SG/SF,Kyle Korver,3600,CLE@MIL 12/19/2017 08:00PM ET,17.355,CLE,MIL,15.3,14.8,7.5,MIL,CLE,False,2017-12-19,$33.00entry_NBA $115K Triple Threat
PG/SG,Tomas Satoransky,3500,NO@WAS 12/19/2017 07:00PM ET,13.31,WAS,NO,0.0,16.3,21.75,WAS,NO,True,2017-12-19,$33.00entry_NBA $115K Triple Threat
