Position,Name,Salary,GameInfo,AvgPointsPerGame,Team,Opponent,Projection,Projection_dfn,Actual_fpts,HomeTeam,AwayTeam,IsHome,Date,Contest
SG,Kentavious Caldwell-Pope,5900,LAL@HOU 12/20/2017 08:00PM ET,28.29,LAL,HOU,0.0,0.0,0.0,HOU,LAL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Taj Gibson,5900,MIN@DEN 12/20/2017 09:00PM ET,26.798,MIN,DEN,0.0,27.9,22.25,DEN,MIN,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Evan Fournier,5800,ORL@CHI 12/20/2017 08:00PM ET,29.808,ORL,CHI,0.0,0.0,0.0,CHI,ORL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Carmelo Anthony,5800,UTA@OKC 12/20/2017 08:00PM ET,30.802,OKC,UTA,0.0,28.4,30.25,OKC,UTA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Kyle Kuzma,5800,LAL@HOU 12/20/2017 08:00PM ET,28.75,LAL,HOU,0.0,28.7,58.25,HOU,LAL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Nicolas Batum,5700,TOR@CHA 12/20/2017 07:00PM ET,25.5,CHA,TOR,0.0,30.0,9.5,CHA,TOR,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Jamal Murray,5700,MIN@DEN 12/20/2017 09:00PM ET,24.35,DEN,MIN,0.0,30.9,45.0,DEN,MIN,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Danilo Gallinari,5700,PHO@LAC 12/20/2017 10:30PM ET,24.591,LAC,PHO,0.0,0.0,0.0,LAC,PHO,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Austin Rivers,5700,PHO@LAC 12/20/2017 10:30PM ET,25.611,LAC,PHO,0.0,30.7,35.5,LAC,PHO,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Darren Collison,5600,IND@ATL 12/20/2017 07:30PM ET,28.233,IND,ATL,0.0,26.9,13.75,ATL,IND,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Jayson Tatum,5600,MIA@BOS 12/20/2017 07:30PM ET,26.811,BOS,MIA,0.0,25.6,24.25,BOS,MIA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Elfrid Payton,5600,ORL@CHI 12/20/2017 08:00PM ET,27.148,ORL,CHI,0.0,29.6,35.5,CHI,ORL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Caris LeVert,5600,SAC@BKN 12/20/2017 07:30PM ET,24.25,BKN,SAC,0.0,25.3,26.5,BKN,SAC,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Rodney Hood,5600,UTA@OKC 12/20/2017 08:00PM ET,26.5,UTA,OKC,0.0,28.4,18.5,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,JJ Barea,5600,DET@DAL 12/20/2017 08:30PM ET,25.282,DAL,DET,0.0,24.7,0.0,DAL,DET,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Reggie Jackson,5600,DET@DAL 12/20/2017 08:30PM ET,27.392,DET,DAL,0.0,25.5,16.75,DAL,DET,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Jordan Clarkson,5600,LAL@HOU 12/20/2017 08:00PM ET,23.438,LAL,HOU,0.0,24.6,9.75,HOU,LAL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Alex Len,5600,PHO@LAC 12/20/2017 10:30PM ET,25.407,PHO,LAC,0.0,27.9,24.25,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Domantas Sabonis,5500,IND@ATL 12/20/2017 07:30PM ET,26.336,IND,ATL,0.0,22.6,15.5,ATL,IND,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Jaylen Brown,5400,MIA@BOS 12/20/2017 07:30PM ET,26.54,BOS,MIA,0.0,25.4,29.0,BOS,MIA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Kelly Olynyk,5400,MIA@BOS 12/20/2017 07:30PM ET,21.142,MIA,BOS,0.0,26.8,48.75,BOS,MIA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Willie Cauley-Stein,5400,SAC@BKN 12/20/2017 07:30PM ET,23.865,SAC,BKN,0.0,27.5,26.25,BKN,SAC,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Rudy Gay,5400,SA@POR 12/20/2017 10:00PM ET,24.345,SA,POR,0.0,25.7,10.75,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Jonas Valanciunas,5400,TOR@CHA 12/20/2017 07:00PM ET,23.708,TOR,CHA,0.0,24.8,18.75,CHA,TOR,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Julius Randle,5400,LAL@HOU 12/20/2017 08:00PM ET,25.018,LAL,HOU,0.0,31.3,6.25,HOU,LAL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,John Collins,5300,IND@ATL 12/20/2017 07:30PM ET,24.302,ATL,IND,0.0,24.8,29.25,ATL,IND,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Pau Gasol,5300,SA@POR 12/20/2017 10:00PM ET,26.967,SA,POR,0.0,20.2,52.75,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Derrick Favors,5300,UTA@OKC 12/20/2017 08:00PM ET,25.612,UTA,OKC,0.0,27.1,11.5,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Dewayne Dedmon,5200,IND@ATL 12/20/2017 07:30PM ET,25.038,ATL,IND,0.0,0.0,0.0,ATL,IND,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Justin Holiday,5200,ORL@CHI 12/20/2017 08:00PM ET,27.241,CHI,ORL,0.0,25.8,22.5,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SF,Kyle Anderson,5200,SA@POR 12/20/2017 10:00PM ET,24.489,SA,POR,0.0,12.6,23.0,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Yogi Ferrell,5200,DET@DAL 12/20/2017 08:30PM ET,19.355,DAL,DET,0.0,16.5,25.25,DAL,DET,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Milos Teodosic,5200,PHO@LAC 12/20/2017 10:30PM ET,20.708,LAC,PHO,0.0,27.9,24.25,LAC,PHO,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Ersan Ilyasova,5100,IND@ATL 12/20/2017 07:30PM ET,20.303,ATL,IND,0.0,25.9,17.75,ATL,IND,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Marcus Smart,5100,MIA@BOS 12/20/2017 07:30PM ET,24.363,BOS,MIA,0.0,24.7,29.0,BOS,MIA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF,Lauri Markkanen,5100,ORL@CHI 12/20/2017 08:00PM ET,29.75,CHI,ORL,0.0,25.8,17.25,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Ricky Rubio,5100,UTA@OKC 12/20/2017 08:00PM ET,26.583,UTA,OKC,0.0,30.3,8.5,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Danny Green,5000,SA@POR 12/20/2017 10:00PM ET,21.361,SA,POR,0.0,16.7,16.5,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Joe Ingles,5000,UTA@OKC 12/20/2017 08:00PM ET,25.04,UTA,OKC,0.0,25.4,12.0,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Avery Bradley,5000,DET@DAL 12/20/2017 08:30PM ET,24.268,DET,DAL,0.0,0.0,0.0,DAL,DET,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Dennis Smith,5000,DET@DAL 12/20/2017 08:30PM ET,26.967,DAL,DET,0.0,24.1,28.75,DAL,DET,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Tyler Johnson,4900,MIA@BOS 12/20/2017 07:30PM ET,20.866,MIA,BOS,0.0,28.7,35.25,BOS,MIA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF,Bobby Portis,4900,ORL@CHI 12/20/2017 08:00PM ET,25.588,CHI,ORL,0.0,21.2,23.75,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,DeMarre Carroll,4900,SAC@BKN 12/20/2017 07:30PM ET,27.029,BKN,SAC,0.0,25.2,29.75,BKN,SAC,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG,Eric Gordon,4900,LAL@HOU 12/20/2017 08:00PM ET,27.204,HOU,LAL,0.0,27.1,32.0,HOU,LAL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Larry Nance,4900,LAL@HOU 12/20/2017 08:00PM ET,23.25,LAL,HOU,0.0,21.7,32.25,HOU,LAL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,George Hill,4800,SAC@BKN 12/20/2017 07:30PM ET,19.769,SAC,BKN,0.0,23.9,37.25,BKN,SAC,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Trevor Ariza,4800,LAL@HOU 12/20/2017 08:00PM ET,24.444,HOU,LAL,0.0,28.3,48.75,HOU,LAL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Trey Lyles,4800,MIN@DEN 12/20/2017 09:00PM ET,15.8,DEN,MIN,0.0,21.9,18.25,DEN,MIN,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Robin Lopez,4700,ORL@CHI 12/20/2017 08:00PM ET,24.638,CHI,ORL,0.0,20.7,24.25,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Zach LaVine,4700,ORL@CHI 12/20/2017 08:00PM ET,0.0,CHI,ORL,0.0,0.0,0.0,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG,Mario Hezonja,4700,ORL@CHI 12/20/2017 08:00PM ET,10.375,ORL,CHI,0.0,24.3,15.0,CHI,ORL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Jordan Bell,4700,MEM@GS 12/20/2017 10:30PM ET,13.5,GS,MEM,0.0,24.0,18.0,GS,MEM,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Omri Casspi,4700,MEM@GS 12/20/2017 10:30PM ET,15.769,GS,MEM,0.0,22.5,22.0,GS,MEM,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Buddy Hield,4700,SAC@BKN 12/20/2017 07:30PM ET,21.731,SAC,BKN,0.0,24.5,6.0,BKN,SAC,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Wesley Matthews,4700,DET@DAL 12/20/2017 08:30PM ET,23.185,DAL,DET,0.0,22.4,14.5,DAL,DET,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Jeremy Lamb,4700,TOR@CHA 12/20/2017 07:00PM ET,26.543,CHA,TOR,0.0,22.1,41.25,CHA,TOR,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Marcus Morris,4600,MIA@BOS 12/20/2017 07:30PM ET,23.281,BOS,MIA,0.0,0.0,0.0,BOS,MIA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Bam Adebayo,4600,MIA@BOS 12/20/2017 07:30PM ET,15.393,MIA,BOS,0.0,24.6,11.75,BOS,MIA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Al-Farouq Aminu,4600,SA@POR 12/20/2017 10:00PM ET,22.444,POR,SA,0.0,22.8,29.5,POR,SA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF,Michael Kidd-Gilchrist,4600,TOR@CHA 12/20/2017 07:00PM ET,20.802,CHA,TOR,0.0,21.6,22.5,CHA,TOR,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Wilson Chandler,4600,MIN@DEN 12/20/2017 09:00PM ET,20.692,DEN,MIN,0.0,23.9,28.5,DEN,MIN,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,JaMychal Green,4500,MEM@GS 12/20/2017 10:30PM ET,20.722,MEM,GS,0.0,23.1,14.5,GS,MEM,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Bogdan Bogdanovic,4500,SAC@BKN 12/20/2017 07:30PM ET,19.231,SAC,BKN,0.0,21.3,20.25,BKN,SAC,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Dirk Nowitzki,4500,DET@DAL 12/20/2017 08:30PM ET,22.911,DAL,DET,0.0,23.2,21.5,DAL,DET,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Brook Lopez,4500,LAL@HOU 12/20/2017 08:00PM ET,24.705,LAL,HOU,0.0,0.0,0.0,HOU,LAL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Greg Monroe,4500,PHO@LAC 12/20/2017 10:30PM ET,23.103,PHO,LAC,0.0,0.0,0.0,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Isaiah Canaan,4500,PHO@LAC 12/20/2017 10:30PM ET,22.833,PHO,LAC,0.0,17.0,18.5,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Bojan Bogdanovic,4400,IND@ATL 12/20/2017 07:30PM ET,21.758,IND,ATL,0.0,20.8,23.75,ATL,IND,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Allen Crabbe,4400,SAC@BKN 12/20/2017 07:30PM ET,21.61,BKN,SAC,0.0,22.8,21.25,BKN,SAC,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Lance Stephenson,4300,IND@ATL 12/20/2017 07:30PM ET,19.75,IND,ATL,0.0,22.2,30.0,ATL,IND,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Terry Rozier,4300,MIA@BOS 12/20/2017 07:30PM ET,19.909,BOS,MIA,0.0,17.9,9.25,BOS,MIA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,David Nwaba,4300,ORL@CHI 12/20/2017 08:00PM ET,20.132,CHI,ORL,0.0,22.4,14.5,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Andre Iguodala,4300,MEM@GS 12/20/2017 10:30PM ET,18.644,GS,MEM,0.0,0.0,0.0,GS,MEM,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,De'Aaron Fox,4300,SAC@BKN 12/20/2017 07:30PM ET,20.25,SAC,BKN,0.0,0.0,0.0,BKN,SAC,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Alec Burks,4300,UTA@OKC 12/20/2017 08:00PM ET,18.292,UTA,OKC,0.0,21.3,32.75,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Ekpe Udoh,4300,UTA@OKC 12/20/2017 08:00PM ET,12.366,UTA,OKC,0.0,11.9,12.5,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Marvin Williams,4300,TOR@CHA 12/20/2017 07:00PM ET,19.317,CHA,TOR,0.0,18.8,14.0,CHA,TOR,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Tyson Chandler,4300,PHO@LAC 12/20/2017 10:30PM ET,22.37,PHO,LAC,0.0,20.0,10.0,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Denzel Valentine,4200,ORL@CHI 12/20/2017 08:00PM ET,21.767,CHI,ORL,0.0,18.6,40.5,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Patty Mills,4200,SA@POR 12/20/2017 10:00PM ET,19.46,SA,POR,0.0,17.6,0.0,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Tony Parker,4200,SA@POR 12/20/2017 10:00PM ET,18.639,SA,POR,0.0,0.0,0.0,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Ryan Anderson,4200,LAL@HOU 12/20/2017 08:00PM ET,21.241,HOU,LAL,0.0,20.8,11.5,HOU,LAL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Andrew Harrison,4100,MEM@GS 12/20/2017 10:30PM ET,14.469,MEM,GS,0.0,15.8,13.5,GS,MEM,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Dejounte Murray,4100,SA@POR 12/20/2017 10:00PM ET,17.808,SA,POR,0.0,20.9,17.75,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Mason Plumlee,4100,MIN@DEN 12/20/2017 09:00PM ET,18.608,DEN,MIN,0.0,24.3,40.5,DEN,MIN,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Wesley Johnson,4100,PHO@LAC 12/20/2017 10:30PM ET,17.045,LAC,PHO,0.0,0.0,0.0,LAC,PHO,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Wayne Ellington,4000,MIA@BOS 12/20/2017 07:30PM ET,15.95,MIA,BOS,0.0,21.3,18.5,BOS,MIA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Frank Mason III,4000,SAC@BKN 12/20/2017 07:30PM ET,15.841,SAC,BKN,0.0,20.2,12.75,BKN,SAC,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Manu Ginobili,4000,SA@POR 12/20/2017 10:00PM ET,16.106,SA,POR,0.0,15.3,21.25,POR,SA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Seth Curry,4000,DET@DAL 12/20/2017 08:30PM ET,0.0,DAL,DET,0.0,0.0,0.0,DAL,DET,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF,Maxi Kleber,4000,DET@DAL 12/20/2017 08:30PM ET,13.26,DAL,DET,0.0,18.4,8.5,DAL,DET,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Stanley Johnson,4000,DET@DAL 12/20/2017 08:30PM ET,16.852,DET,DAL,0.0,17.0,21.5,DAL,DET,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Frank Kaminsky,4000,TOR@CHA 12/20/2017 07:00PM ET,19.222,CHA,TOR,0.0,19.9,11.25,CHA,TOR,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Mike James,4000,PHO@LAC 12/20/2017 10:30PM ET,21.524,PHO,LAC,0.0,0.0,12.5,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Tyler Ulis,4000,PHO@LAC 12/20/2017 10:30PM ET,17.968,PHO,LAC,0.0,18.7,6.0,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Cory Joseph,3900,IND@ATL 12/20/2017 07:30PM ET,17.871,IND,ATL,0.0,18.1,18.25,ATL,IND,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Aron Baynes,3900,MIA@BOS 12/20/2017 07:30PM ET,15.152,BOS,MIA,0.0,17.1,8.25,BOS,MIA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Justise Winslow,3900,MIA@BOS 12/20/2017 07:30PM ET,18.0,MIA,BOS,0.0,0.0,0.0,BOS,MIA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,DJ Augustin,3900,ORL@CHI 12/20/2017 08:00PM ET,17.292,ORL,CHI,0.0,15.8,21.5,CHI,ORL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Jerian Grant,3900,ORL@CHI 12/20/2017 08:00PM ET,20.828,CHI,ORL,0.0,12.9,25.5,CHI,ORL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Chandler Parsons,3900,MEM@GS 12/20/2017 10:30PM ET,18.076,MEM,GS,0.0,0.0,0.0,GS,MEM,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Joe Harris,3900,SAC@BKN 12/20/2017 07:30PM ET,17.407,BKN,SAC,0.0,15.6,22.0,BKN,SAC,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Ish Smith,3900,DET@DAL 12/20/2017 08:30PM ET,17.958,DET,DAL,0.0,18.7,0.0,DAL,DET,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG/SG,Langston Galloway,3900,DET@DAL 12/20/2017 08:30PM ET,12.116,DET,DAL,0.0,14.2,10.0,DAL,DET,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF,Pascal Siakam,3900,TOR@CHA 12/20/2017 07:00PM ET,17.25,TOR,CHA,0.0,14.0,27.5,CHA,TOR,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG,Troy Daniels,3900,PHO@LAC 12/20/2017 10:30PM ET,11.453,PHO,LAC,0.0,19.5,13.75,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Josh Jackson,3900,PHO@LAC 12/20/2017 10:30PM ET,17.172,PHO,LAC,0.0,19.4,26.0,LAC,PHO,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF,Tyler Cavanaugh,3800,IND@ATL 12/20/2017 07:30PM ET,12.145,ATL,IND,0.0,0.0,0.0,ATL,IND,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Mario Chalmers,3800,MEM@GS 12/20/2017 10:30PM ET,18.371,MEM,GS,0.0,18.5,26.0,GS,MEM,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Jahlil Okafor,3800,SAC@BKN 12/20/2017 07:30PM ET,13.75,BKN,SAC,0.0,0.0,0.0,BKN,SAC,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Ed Davis,3800,SA@POR 12/20/2017 10:00PM ET,15.775,POR,SA,0.0,15.8,23.75,POR,SA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Evan Turner,3800,SA@POR 12/20/2017 10:00PM ET,17.65,POR,SA,0.0,19.3,18.25,POR,SA,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Joe Johnson,3800,UTA@OKC 12/20/2017 08:00PM ET,11.955,UTA,OKC,0.0,17.9,6.25,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Reggie Bullock,3800,DET@DAL 12/20/2017 08:30PM ET,10.266,DET,DAL,0.0,18.9,5.5,DAL,DET,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Jakob Poeltl,3800,TOR@CHA 12/20/2017 07:00PM ET,15.58,TOR,CHA,0.0,17.8,24.0,CHA,TOR,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
C,Cody Zeller,3800,TOR@CHA 12/20/2017 07:00PM ET,17.882,CHA,TOR,0.0,0.0,0.0,CHA,TOR,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,CJ Miles,3800,TOR@CHA 12/20/2017 07:00PM ET,16.365,TOR,CHA,0.0,0.0,0.0,CHA,TOR,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,PJ Tucker,3800,LAL@HOU 12/20/2017 08:00PM ET,18.026,HOU,LAL,0.0,23.8,27.0,HOU,LAL,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Kenneth Faried,3800,MIN@DEN 12/20/2017 09:00PM ET,15.59,DEN,MIN,0.0,0.0,0.0,DEN,MIN,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Emmanuel Mudiay,3800,MIN@DEN 12/20/2017 09:00PM ET,18.405,DEN,MIN,0.0,0.0,0.0,DEN,MIN,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Jawun Evans,3800,PHO@LAC 12/20/2017 10:30PM ET,11.432,LAC,PHO,0.0,8.1,6.5,LAC,PHO,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Sam Dekker,3800,PHO@LAC 12/20/2017 10:30PM ET,8.92,LAC,PHO,0.0,14.8,13.75,LAC,PHO,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG,Marco Belinelli,3700,IND@ATL 12/20/2017 07:30PM ET,20.042,ATL,IND,0.0,16.0,18.75,ATL,IND,True,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Glenn Robinson III,3700,IND@ATL 12/20/2017 07:30PM ET,0.0,IND,ATL,0.0,0.0,0.0,ATL,IND,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PF/C,Jordan Mickey,3700,MIA@BOS 12/20/2017 07:30PM ET,12.889,MIA,BOS,0.0,19.9,19.5,BOS,MIA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Arron Afflalo,3700,ORL@CHI 12/20/2017 08:00PM ET,5.693,ORL,CHI,0.0,9.3,3.5,CHI,ORL,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG/SF,Dillon Brooks,3700,MEM@GS 12/20/2017 10:30PM ET,15.85,MEM,GS,0.0,17.6,12.5,GS,MEM,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SF/PF,Jonas Jerebko,3700,UTA@OKC 12/20/2017 08:00PM ET,14.413,UTA,OKC,0.0,11.5,13.0,OKC,UTA,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
SG,Luke Kennard,3700,DET@DAL 12/20/2017 08:30PM ET,11.57,DET,DAL,0.0,11.0,12.25,DAL,DET,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
PG,Fred VanVleet,3700,TOR@CHA 12/20/2017 07:00PM ET,14.723,TOR,CHA,0.0,15.1,24.5,CHA,TOR,False,2017-12-20,$1.00entry_NBA $30K And-One [20 Entry Max]
