Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,FPPM,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exposure,Con.,Value,Mins,Score,Val,Date
Darrell Arthur,PF,DEN,@ DET,14th,102.25,3000,0.0,5.3,2.8,0.38,19.0,2.3,7.3,0.0,0.0,0.0,%,5,0.0,14.0,7.5,2.5,2017-12-12
Corey Brewer,SG/SFSGSF,LAL,@ NYK,20th,105.0,3000,0.0,16.9,7.2,0.63,13.0,2.4,11.5,6.9,5.9,5.9,%,23,2.0,8.0,0.75,0.3,2017-12-12
Joffrey Lauvergne,PF/CPFC,SAS,@ DAL,25th,103.0,3000,0.0,20.0,9.6,0.89,17.6,3.6,10.8,8.0,7.56,7.56,%,35,2.5,5.0,5.25,1.8,2017-12-12
Eric Moreland,PF/CPFC,DET,vs DEN,23rd,108.25,3000,0.0,22.1,7.9,0.78,7.6,1.0,10.1,10.43,9.38,9.38,%,19,3.1,4.0,2.5,0.8,2017-12-12
Jose Calderon,PG,CLE,vs ATL,22nd,113.75,3000,1.8,25.2,8.4,0.53,9.3,2.6,15.9,20.2,11.8,11.8,%,20,3.9,31.0,25.25,8.4,2017-12-12
Boban Marjanovic,C,DET,vs DEN,23rd,108.25,3000,0.0,10.0,8.4,1.27,37.8,3.4,6.6,0.0,0.0,0.0,%,40,0.0,12.0,23.25,7.8,2017-12-12
Josh Hart,PG/SGPGSG,LAL,@ NYK,9th,105.0,3000,0.0,17.4,8.3,0.61,10.3,2.7,13.7,10.1,5.37,5.37,%,27,1.8,10.0,3.75,1.3,2017-12-12
Antonius Cleveland,SG,DAL,vs SAS,2nd,97.0,3000,0.0,14.7,5.4,0.82,15.6,1.4,6.6,8.6,6.33,6.33,%,22,2.1,7.0,3.5,1.2,2017-12-12
Vince Carter,SG/SFSGSF,SAC,vs PHX,23rd,107.75,3000,0.0,17.2,7.4,0.59,14.6,3.3,12.6,10.9,6.7,6.7,%,29,2.2,0.0,0.0,,2017-12-12
Reggie Bullock,SG/SFSGSF,DET,vs DEN,7th,108.25,3000,2.3,22.7,6.9,0.49,12.1,2.8,14.0,24.6,11.05,11.05,%,16,3.7,18.0,11.5,3.8,2017-12-12
Henry Ellenson,PF/CPFC,DET,vs DEN,23rd,108.25,3000,0.0,16.0,10.1,0.98,22.1,4.9,10.3,0.0,0.0,0.0,%,21,0.0,8.0,10.5,3.5,2017-12-12
Ante Zizic,PF/CPFC,CLE,vs ATL,15th,113.75,3000,0.0,7.6,4.2,1.08,25.4,1.1,3.9,0.0,0.0,0.0,%,9,0.0,2.0,4.5,1.5,2017-12-12
Cedi Osman,SG/SFSGSF,CLE,vs ATL,25th,113.75,3000,0.0,12.6,4.8,0.73,14.3,1.5,6.6,4.3,3.27,3.27,%,3,1.1,17.0,12.0,4.0,2017-12-12
James Harden,PG/SGPGSG,HOU,vs CHA,15th,116.0,11600,42.6,83.9,58.1,1.65,36.5,21.2,35.3,35.2,60.3,60.3,%,80,5.2,31.0,42.0,3.6,2017-12-13
Giannis Antetokounmpo,SF/PFSFPF,MIL,@ NOP,7th,108.75,11300,43.1,69.0,55.7,1.51,34.6,20.0,37.0,39.06,54.18,54.18,%,87,4.8,41.0,60.75,5.4,2017-12-13
Russell Westbrook,PG,OKC,@ IND,15th,107.5,11200,36.0,76.3,53.7,1.52,34.1,20.3,35.4,35.86,53.25,53.25,%,79,4.8,36.0,55.75,5.0,2017-12-13
DeMarcus Cousins,PF/CPFC,NOP,vs MIL,28th,110.75,11000,42.5,87.0,55.5,1.59,34.5,19.3,35.0,36.69,61.57,61.57,%,77,5.6,36.0,52.75,4.8,2017-12-13
Anthony Davis,PF/CPFC,NOP,vs MIL,5th,110.75,10200,18.5,74.9,48.3,1.4,27.2,16.0,34.6,38.0,42.71,42.71,%,67,4.2,36.0,49.0,4.8,2017-12-13
Victor Oladipo,PG/SGPGSG,IND,vs OKC,10th,106.5,9200,29.7,73.0,42.8,1.28,31.2,18.2,33.5,36.32,48.23,48.23,%,71,5.2,38.0,36.75,4.0,2017-12-13
Damian Lillard,PG,POR,@ MIA,8th,100.25,9000,26.7,60.2,45.3,1.24,31.1,19.8,36.5,36.9,41.07,41.07,%,79,4.6,36.0,30.75,3.4,2017-12-13
Nikola Vucevic,C,ORL,vs LAC,26th,105.25,8800,33.0,81.5,38.9,1.31,24.9,14.5,29.8,35.43,53.78,53.78,%,64,6.1,30.0,46.0,5.2,2017-12-13
Chris Paul,PG/SGPGSG,HOU,vs CHA,17th,116.0,8400,32.3,61.8,40.8,1.37,21.2,11.5,29.8,33.5,44.96,44.96,%,79,5.4,35.0,62.75,7.5,2017-12-13
Kyle Lowry,PG,TOR,@ PHX,28th,116.25,8300,30.1,73.6,38.0,1.17,22.2,12.2,32.6,34.97,48.71,48.71,%,67,5.9,34.0,28.0,3.4,2017-12-13
DeMar DeRozan,SG/SFSGSF,TOR,@ PHX,23rd,116.25,8300,28.7,63.4,38.7,1.14,30.0,17.2,33.9,34.76,43.59,43.59,%,74,5.3,36.0,51.25,6.2,2017-12-13
Kyrie Irving,PG,BOS,vs DEN,21st,107.0,8200,24.9,64.3,38.2,1.21,31.9,17.7,31.5,33.38,41.79,41.79,%,71,5.1,32.0,51.25,6.3,2017-12-13
Nikola Jokic,C,DEN,@ BOS,10th,102.0,8000,27.3,78.3,39.9,1.39,22.4,11.4,28.8,34.1,49.17,49.17,%,64,6.1,0.0,0.0,,2017-12-13
John Wall,PG,WAS,vs MEM,10th,103.75,7900,15.2,46.7,42.3,1.24,27.8,15.9,34.0,25.0,28.7,28.7,%,79,3.6,27.0,25.75,3.3,2017-12-13
Paul George,SF,OKC,@ IND,1st,107.5,7700,13.4,59.2,38.8,1.06,26.1,17.1,36.5,35.7,33.02,33.02,%,66,4.3,33.0,27.0,3.5,2017-12-13
Louis Williams,PG/SGPGSG,LAC,@ ORL,21st,106.25,7700,22.2,65.1,32.2,1.07,28.0,14.5,30.0,35.48,40.59,40.59,%,62,5.3,32.0,48.75,6.3,2017-12-13
Marc Gasol,C,MEM,@ WAS,11th,96.75,7600,22.4,57.9,39.8,1.16,28.5,15.6,34.4,34.21,37.63,37.63,%,75,5.0,37.0,32.0,4.2,2017-12-13
Bradley Beal,SG,WAS,vs MEM,13th,103.75,7600,19.4,60.1,36.9,1.07,30.2,18.9,34.4,35.78,36.85,36.85,%,68,4.8,39.0,36.5,4.8,2017-12-13
Dwight Howard,C,CHA,@ HOU,2nd,104.0,7600,20.9,64.2,35.8,1.22,26.4,10.8,29.4,34.29,39.47,39.47,%,65,5.2,34.0,55.5,7.3,2017-12-13
Kemba Walker,PG,CHA,@ HOU,2nd,104.0,7500,19.4,55.3,38.6,1.11,26.6,16.8,34.9,34.0,34.82,34.82,%,73,4.6,36.0,27.75,3.7,2017-12-13
DeAndre Jordan,C,LAC,@ ORL,18th,106.25,7300,18.7,56.0,33.5,1.05,13.6,6.8,32.0,33.7,34.68,34.68,%,68,4.8,36.0,54.5,7.5,2017-12-13
Elfrid Payton,PG,ORL,vs LAC,5th,105.25,7200,11.6,48.1,28.0,1.02,20.8,9.4,27.5,30.82,27.24,27.24,%,63,3.8,31.0,24.5,3.4,2017-12-13
Jrue Holiday,PG/SGPGSG,NOP,vs MIL,3rd,110.75,7200,15.4,54.4,34.5,0.95,22.1,14.8,36.4,34.65,32.12,32.12,%,68,4.5,38.0,36.5,5.1,2017-12-13
Donovan Mitchell,PG/SGPGSG,UTA,@ CHI,28th,101.0,7000,23.9,64.4,29.6,1.02,29.2,15.3,29.1,34.23,41.28,41.28,%,61,5.9,36.0,49.75,7.1,2017-12-13
Otto Porter,SF/PFSFPF,WAS,vs MEM,12th,103.75,6900,9.3,51.7,31.7,0.99,18.8,12.2,32.0,32.57,27.46,27.46,%,62,4.0,32.0,31.25,4.5,2017-12-13
Khris Middleton,SG/SFSGSF,MIL,@ NOP,30th,108.75,6800,20.0,64.0,35.6,0.98,24.5,15.5,36.4,37.32,38.85,38.85,%,65,5.7,36.0,38.25,5.6,2017-12-13
Eric Bledsoe,PG/SGPGSG,MIL,@ NOP,25th,108.75,6800,25.4,60.4,32.9,1.09,27.8,13.8,30.3,35.67,40.38,40.38,%,70,5.9,32.0,32.25,4.7,2017-12-13
Clint Capela,C,HOU,vs CHA,12th,116.0,6700,17.0,53.6,34.5,1.4,20.9,8.7,24.6,25.1,32.66,32.66,%,70,4.9,25.0,31.75,4.7,2017-12-13
T.J. Warren,SF/PFSFPF,PHX,vs TOR,8th,104.25,6700,13.8,57.2,30.4,0.97,25.9,15.9,31.2,36.99,32.37,32.37,%,59,4.8,24.0,21.75,3.2,2017-12-13
C.J. McCollum,PG/SGPGSG,POR,@ MIA,20th,100.25,6700,19.7,45.7,33.2,0.92,25.7,17.5,35.9,35.2,30.87,30.87,%,78,4.6,41.0,41.25,6.2,2017-12-13
Rudy Gobert,C,UTA,@ CHI,23rd,101.0,6600,15.2,51.5,32.4,1.03,16.9,7.4,31.4,30.0,30.78,30.78,%,68,4.7,26.0,31.25,4.7,2017-12-13
Carmelo Anthony,SF/PFSFPF,OKC,@ IND,1st,107.5,6500,17.1,42.9,32.0,0.99,25.8,16.2,32.2,34.0,28.15,28.15,%,77,4.3,34.0,24.75,3.8,2017-12-13
Jonathon Simmons,SG/SFSGSF,ORL,vs LAC,27th,105.25,6400,18.3,49.9,23.2,0.85,24.9,11.6,27.3,36.18,31.84,31.84,%,61,5.0,38.0,41.0,6.4,2017-12-13
Steven Adams,C,OKC,@ IND,16th,107.5,6400,16.5,47.4,29.8,0.96,16.7,9.0,31.2,33.96,29.75,29.75,%,70,4.6,35.0,43.25,6.8,2017-12-13
Kris Dunn,PG/SGPGSG,CHI,vs UTA,9th,96.0,6300,19.7,57.8,29.7,1.08,25.9,12.4,27.6,33.46,36.04,36.04,%,63,5.7,33.0,40.75,6.5,2017-12-13
Rajon Rondo,PG,NOP,vs MIL,3rd,110.75,6300,7.8,56.4,28.0,1.09,16.5,7.1,25.6,29.47,28.59,28.59,%,50,4.5,18.0,18.25,2.9,2017-12-13
Gary Harris,SG,DEN,@ BOS,3rd,102.0,6300,15.8,40.0,28.1,0.85,19.3,12.2,33.0,34.0,26.18,26.18,%,75,4.2,37.0,53.25,8.5,2017-12-13
Myles Turner,C,IND,vs OKC,9th,106.5,6300,19.9,52.2,31.5,1.08,21.3,11.4,29.3,33.12,33.75,33.75,%,71,5.4,34.0,24.0,3.8,2017-12-13
Goran Dragic,PG,MIA,vs POR,7th,103.25,6200,18.2,45.9,30.7,0.98,26.1,14.0,31.2,35.0,30.07,30.07,%,74,4.9,30.0,22.25,3.6,2017-12-13
Jayson Tatum,SF/PFSFPF,BOS,vs DEN,6th,107.0,6100,13.8,40.5,26.6,0.88,18.0,9.1,30.1,32.54,25.22,25.22,%,71,4.1,27.0,25.0,4.1,2017-12-13
Nicolas Batum,SG/SFSGSF,CHA,@ HOU,22nd,104.0,6000,12.9,48.0,24.2,0.83,18.6,9.8,29.0,34.0,27.91,27.91,%,59,4.7,34.0,25.75,4.3,2017-12-13
Austin Rivers,PG/SGPGSG,LAC,@ ORL,21st,106.25,5900,17.7,49.7,26.2,0.79,21.5,13.2,33.2,35.98,31.41,31.41,%,65,5.3,17.0,15.5,2.6,2017-12-13
Thaddeus Young,SF/PFSFPF,IND,vs OKC,9th,106.5,5900,19.7,44.1,28.2,0.85,18.1,12.0,33.1,33.89,30.16,30.16,%,75,5.1,38.0,46.0,7.8,2017-12-13
Jaylen Brown,SG/SFSGSF,BOS,vs DEN,6th,107.0,5900,13.8,39.9,26.6,0.87,21.6,11.6,30.7,33.0,24.98,24.98,%,72,4.2,32.0,39.75,6.7,2017-12-13
Darren Collison,PG,IND,vs OKC,1st,106.5,5800,9.9,49.5,28.4,0.94,17.3,9.5,30.3,32.0,26.85,26.85,%,60,4.6,29.0,24.75,4.3,2017-12-13
Serge Ibaka,PF/CPFC,TOR,@ PHX,30th,116.25,5700,18.8,42.0,24.8,0.92,20.2,10.4,26.9,28.18,28.74,28.74,%,73,5.0,34.0,43.75,7.7,2017-12-13
James Johnson,SF/PFSFPF,MIA,vs POR,2nd,103.25,5600,6.8,44.0,26.6,0.98,20.3,8.4,27.2,32.61,22.76,22.76,%,60,4.1,36.0,34.5,6.2,2017-12-13
Derrick Favors,PF/CPFC,UTA,@ CHI,12th,101.0,5500,11.1,49.3,26.5,0.97,20.1,9.4,27.2,25.79,27.47,27.47,%,59,5.0,30.0,18.0,3.3,2017-12-13
Rodney Hood,SG/SFSGSF,UTA,@ CHI,28th,101.0,5500,9.0,40.8,26.0,0.94,28.5,14.7,27.8,22.0,22.62,22.62,%,65,4.1,25.0,24.5,4.5,2017-12-13
Marcus Smart,SG/SFSGSF,BOS,vs DEN,21st,107.0,5400,11.8,41.2,24.3,0.82,20.1,9.4,29.7,32.5,24.38,24.38,%,65,4.5,34.0,26.25,4.9,2017-12-13
Jeremy Lamb,SG/SFSGSF,CHA,@ HOU,22nd,104.0,5400,8.9,40.9,27.8,1.03,24.6,12.1,27.0,22.1,22.59,22.59,%,67,4.2,21.0,9.75,1.8,2017-12-13
Kelly Olynyk,PF/CPFC,MIA,vs POR,8th,103.25,5400,12.6,43.5,20.7,1.02,20.5,6.3,20.2,28.39,25.81,25.81,%,57,4.8,27.0,20.0,3.7,2017-12-13
Dion Waiters,SG/SFSGSF,MIA,vs POR,4th,103.25,5300,13.4,48.4,24.9,0.83,25.8,14.0,30.1,35.48,28.42,28.42,%,60,5.4,37.0,24.5,4.6,2017-12-13
Domantas Sabonis,PF/CPFC,IND,vs OKC,9th,106.5,5300,8.1,38.9,26.7,1.1,21.9,8.4,24.2,20.41,21.33,21.33,%,67,4.0,18.0,15.5,2.9,2017-12-13
Lauri Markkanen,PF,CHI,vs UTA,11th,96.0,5200,18.0,46.2,29.9,0.99,22.6,13.0,30.1,31.0,30.1,30.1,%,73,5.8,0.0,0.0,,2017-12-13
Jamal Murray,PG/SGPGSG,DEN,@ BOS,3rd,102.0,5200,7.1,46.0,23.3,0.88,24.3,12.0,26.4,30.0,23.79,23.79,%,52,4.6,35.0,53.5,10.3,2017-12-13
Nikola Mirotic,PF/CPFC,CHI,vs UTA,11th,96.0,5200,8.4,44.5,24.8,1.14,25.2,10.3,21.7,21.1,23.86,23.86,%,58,4.6,35.0,44.75,8.6,2017-12-13
Alec Burks,PG/SGPGSG,UTA,@ CHI,28th,101.0,5100,10.4,52.6,18.8,0.97,23.1,8.2,19.3,25.2,28.48,28.48,%,36,5.6,25.0,20.75,4.1,2017-12-13
Marcin Gortat,C,WAS,vs MEM,5th,103.75,5000,9.7,41.0,25.3,0.9,15.3,7.2,28.0,27.69,23.07,23.07,%,65,4.6,29.0,30.5,6.1,2017-12-13
Ricky Rubio,PG,UTA,@ CHI,26th,101.0,5000,11.1,46.1,26.4,0.93,23.1,9.8,28.3,28.57,26.11,26.11,%,62,5.2,26.0,25.0,5.0,2017-12-13
Joe Ingles,SG/SFSGSF,UTA,@ CHI,21st,101.0,5000,17.3,42.4,24.7,0.84,16.3,8.4,29.3,32.12,28.07,28.07,%,71,5.6,31.0,23.5,4.7,2017-12-13
Kenneth Faried,PF/CPFC,DEN,@ BOS,8th,102.0,5000,4.7,46.3,15.8,0.99,17.1,4.9,15.9,24.4,22.55,22.55,%,25,4.5,16.0,22.5,4.5,2017-12-13
Justin Holiday,SG/SFSGSF,CHI,vs UTA,1st,96.0,4900,12.4,41.5,27.2,0.81,20.2,13.0,33.4,33.25,24.9,24.9,%,69,5.1,23.0,21.5,4.4,2017-12-13
Marvin Williams,SF/PFSFPF,CHA,@ HOU,3rd,104.0,4900,8.0,36.5,20.0,0.76,13.6,7.1,26.2,29.14,20.22,20.22,%,59,4.1,29.0,10.25,2.1,2017-12-13
Trevor Ariza,SG/SFSGSF,HOU,vs CHA,25th,116.0,4900,18.0,40.4,24.4,0.72,13.4,8.9,33.7,34.1,27.59,27.59,%,74,5.6,34.0,24.0,4.9,2017-12-13
Eric Gordon,SG,HOU,vs CHA,15th,116.0,4900,11.9,42.1,27.7,0.89,26.6,14.7,31.1,30.1,24.83,24.83,%,69,5.1,26.0,20.5,4.2,2017-12-13
Al-Farouq Aminu,SF/PFSFPF,POR,@ MIA,23rd,100.25,4800,13.2,47.0,23.9,0.83,13.3,7.4,28.8,31.8,27.67,27.67,%,60,5.8,37.0,34.25,7.1,2017-12-13
E'Twaun Moore,SG/SFSGSF,NOP,vs MIL,29th,110.75,4800,12.1,42.3,22.2,0.7,15.8,10.3,31.7,30.7,25.05,25.05,%,61,5.2,35.0,34.25,7.1,2017-12-13
Greg Monroe,PF/CPFC,PHX,vs TOR,7th,104.25,4800,8.2,50.5,22.2,1.12,20.7,7.3,19.8,24.33,26.3,26.3,%,46,5.5,30.0,37.25,7.8,2017-12-13
Malcolm Brogdon,PG/SGPGSG,MIL,@ NOP,30th,108.75,4700,10.8,40.6,24.3,0.82,20.4,10.8,29.7,27.85,23.59,23.59,%,65,5.0,27.0,19.75,4.2,2017-12-13
Robin Lopez,C,CHI,vs UTA,1st,96.0,4700,9.3,33.0,24.5,0.82,20.4,11.1,29.7,30.61,19.41,19.41,%,72,4.1,36.0,33.5,7.1,2017-12-13
Bojan Bogdanovic,SG/SFSGSF,IND,vs OKC,10th,106.5,4700,9.8,40.8,22.2,0.71,18.2,10.9,31.1,33.47,23.09,23.09,%,60,4.9,35.0,29.0,6.2,2017-12-13
Bobby Portis,PF,CHI,vs UTA,11th,96.0,4700,2.7,31.9,24.1,1.15,25.5,10.0,20.9,14.57,15.2,15.2,%,65,3.2,22.0,24.0,5.1,2017-12-13
John Henson,C,MIL,@ NOP,28th,108.75,4700,10.8,45.0,21.2,0.92,15.5,5.5,23.0,26.91,25.46,25.46,%,54,5.4,29.0,29.5,6.3,2017-12-13
Terry Rozier,PG/SGPGSG,BOS,vs DEN,21st,107.0,4700,7.6,39.5,20.5,0.89,19.4,8.6,23.0,26.0,21.29,21.29,%,56,4.5,19.0,17.0,3.6,2017-12-13
Jonas Valanciunas,C,TOR,@ PHX,21st,116.25,4700,10.1,47.1,22.1,1.11,21.4,7.2,20.0,22.13,25.98,25.98,%,52,5.5,30.0,37.25,7.9,2017-12-13
Wilson Chandler,SF/PFSFPF,DEN,@ BOS,5th,102.0,4600,7.5,37.1,20.2,0.69,15.0,8.2,29.3,32.0,20.16,20.16,%,58,4.4,36.0,26.75,5.8,2017-12-13
Denzel Valentine,SG/SFSGSF,CHI,vs UTA,1st,96.0,4600,5.3,37.8,22.6,0.8,17.2,9.4,28.1,26.36,19.19,19.19,%,59,4.2,35.0,19.75,4.3,2017-12-13
Kelly Oubre Jr.,SG/SFSGSF,WAS,vs MEM,12th,103.75,4600,4.6,37.8,22.4,0.83,19.7,9.2,26.9,23.08,18.81,18.81,%,58,4.1,26.0,22.0,4.8,2017-12-13
Josh Richardson,SG/SFSGSF,MIA,vs POR,4th,103.25,4500,8.5,39.3,20.2,0.64,17.1,9.3,31.7,34.85,21.68,21.68,%,56,4.8,36.0,19.0,4.2,2017-12-13
JaMychal Green,SF/PFSFPF,MEM,@ WAS,19th,96.75,4400,14.3,40.1,19.5,0.72,18.4,7.8,27.1,32.0,25.34,25.34,%,62,5.8,37.0,37.75,8.6,2017-12-13
Mason Plumlee,PF/CPFC,DEN,@ BOS,8th,102.0,4400,1.4,29.4,17.7,0.99,18.3,4.6,17.8,16.3,13.38,13.38,%,55,3.0,31.0,28.5,6.5,2017-12-13
Michael Kidd-Gilchrist,SF,CHA,@ HOU,18th,104.0,4400,9.5,42.0,19.4,0.74,15.7,8.3,26.2,29.0,23.4,23.4,%,52,5.3,28.0,38.25,8.7,2017-12-13
Alex Len,PF/CPFC,PHX,vs TOR,7th,104.25,4400,8.2,41.4,23.6,1.1,16.9,5.9,21.5,21.8,22.43,22.43,%,60,5.1,18.0,31.5,7.2,2017-12-13
Trey Lyles,SF/PFSFPF,DEN,@ BOS,8th,102.0,4400,2.9,40.2,13.8,1.01,21.0,5.0,13.6,20.81,18.85,18.85,%,23,4.3,33.0,21.5,4.9,2017-12-13
Mike James,PG,PHX,vs TOR,6th,104.25,4300,6.3,38.3,22.1,1.04,26.3,10.1,21.2,21.0,20.01,20.01,%,59,4.7,18.0,21.5,5.0,2017-12-13
D.J. Augustin,PG/SGPGSG,ORL,vs LAC,5th,105.25,4300,6.9,37.2,17.4,0.88,18.2,5.6,19.7,26.11,19.87,19.87,%,50,4.6,17.0,8.5,2.0,2017-12-13
Ryan Anderson,PF/CPFC,HOU,vs CHA,17th,116.0,4300,2.3,35.8,21.9,0.78,16.4,8.9,28.0,22.0,16.68,16.68,%,56,3.9,33.0,16.25,3.8,2017-12-13
Cory Joseph,PG,IND,vs OKC,1st,106.5,4200,4.7,32.1,18.2,0.75,15.6,6.9,24.2,25.4,16.46,16.46,%,57,3.9,18.0,8.25,2.0,2017-12-13
Josh Jackson,SG/SFSGSF,PHX,vs TOR,8th,104.25,4200,8.1,34.8,17.4,0.8,24.0,9.0,21.7,27.0,19.52,19.52,%,56,4.6,22.0,2.75,0.7,2017-12-13
Jerian Grant,PG/SGPGSG,CHI,vs UTA,9th,96.0,4200,0.0,32.2,21.4,0.91,18.2,7.0,23.5,14.46,13.14,13.14,%,56,3.1,14.0,12.5,3.0,2017-12-13
Tyler Ulis,PG,PHX,vs TOR,6th,104.25,4200,8.7,36.9,17.8,0.76,19.7,7.8,23.3,29.83,20.79,20.79,%,55,5.0,29.0,34.25,8.2,2017-12-13
David Nwaba,PG/SGPGSG,CHI,vs UTA,1st,96.0,4100,9.1,39.0,20.3,0.91,14.3,5.4,22.4,25.07,21.91,21.91,%,58,5.3,28.0,14.5,3.5,2017-12-13
Mike Scott,PF,WAS,vs MEM,10th,103.75,4100,17.5,46.2,14.9,0.86,19.3,6.2,17.4,34.2,29.75,29.75,%,45,7.3,27.0,18.25,4.5,2017-12-13
Lance Stephenson,SG/SFSGSF,IND,vs OKC,10th,106.5,4100,11.2,40.2,19.4,0.9,19.5,7.3,21.5,24.15,23.62,23.62,%,57,5.8,21.0,22.0,5.4,2017-12-13
Emmanuel Mudiay,PG,DEN,@ BOS,14th,102.0,4100,0.0,36.0,19.1,0.9,24.5,8.7,21.3,17.0,15.06,15.06,%,45,3.7,17.0,9.25,2.3,2017-12-13
Wesley Johnson,SG/SFSGSF,LAC,@ ORL,27th,106.25,4100,11.6,41.0,17.8,0.71,14.7,6.6,25.1,31.8,24.2,24.2,%,53,5.9,13.0,10.25,2.5,2017-12-13
Bam Adebayo,PF/CPFC,MIA,vs POR,8th,103.25,4100,2.6,37.5,13.8,0.89,13.4,3.5,15.5,19.72,17.53,17.53,%,28,4.3,30.0,22.25,5.4,2017-12-13
Evan Turner,SG/SFSGSF,POR,@ MIA,20th,100.25,4000,2.0,29.0,17.4,0.68,17.3,7.6,25.7,22.8,13.57,13.57,%,56,3.4,23.0,15.5,3.9,2017-12-13
Justise Winslow,SF/PFSFPF,MIA,vs POR,16th,103.25,4000,11.6,34.6,18.6,0.82,16.4,6.5,22.7,25.01,21.41,21.41,%,65,5.4,8.0,2.5,0.6,2017-12-13
Ed Davis,PF/CPFC,POR,@ MIA,1st,100.25,4000,0.0,19.4,15.6,0.96,13.5,3.5,16.3,8.0,5.65,5.65,%,56,1.4,26.0,18.25,4.6,2017-12-13
Frank Kaminsky,PF/CPFC,CHA,@ HOU,2nd,104.0,4000,4.2,37.5,19.2,0.85,20.8,9.2,22.5,21.5,18.43,18.43,%,50,4.6,15.0,8.0,2.0,2017-12-13
Marquese Chriss,PF/CPFC,PHX,vs TOR,7th,104.25,4000,7.4,36.3,17.4,0.88,15.9,5.7,19.8,24.76,19.78,19.78,%,53,4.9,17.0,5.75,1.4,2017-12-13
Chandler Parsons,SF/PFSFPF,MEM,@ WAS,19th,96.75,4000,12.7,37.4,17.9,0.88,19.2,6.8,20.3,25.5,23.31,23.31,%,61,5.8,26.0,20.75,5.2,2017-12-13
Aron Baynes,C,BOS,vs DEN,23rd,107.0,3900,12.7,38.3,15.1,0.88,17.3,4.8,17.1,25.0,23.65,23.65,%,52,6.1,28.0,26.5,6.8,2017-12-13
Thabo Sefolosha,SG/SFSGSF,UTA,@ CHI,21st,101.0,3900,10.9,39.5,18.0,0.88,15.6,5.8,20.5,25.0,23.13,23.13,%,55,5.9,16.0,8.0,2.1,2017-12-13
Dillon Brooks,SG/SFSGSF,MEM,@ WAS,19th,96.75,3900,0.0,27.2,16.0,0.58,13.7,6.5,27.8,17.9,9.81,9.81,%,46,2.5,22.0,10.75,2.8,2017-12-13
Milos Teodosic,PG/SGPGSG,LAC,@ ORL,29th,106.25,3900,13.6,33.5,15.8,0.93,22.0,8.0,17.0,22.0,22.15,22.15,%,64,5.7,25.0,28.5,7.3,2017-12-13
Mario Hezonja,PG/SFPGSF,ORL,vs LAC,27th,105.25,3800,13.7,35.9,7.3,0.7,16.4,3.0,10.4,30.0,23.22,23.22,%,13,6.1,34.0,41.75,11.0,2017-12-13
Troy Daniels,SG,PHX,vs TOR,16th,104.25,3800,7.4,33.1,9.9,0.63,17.2,5.4,15.6,25.5,18.41,18.41,%,26,4.8,31.0,41.25,10.9,2017-12-13
Noah Vonleh,PF/CPFC,POR,@ MIA,1st,100.25,3800,1.6,31.6,16.5,0.81,10.2,3.7,20.4,20.4,14.42,14.42,%,48,3.8,6.0,0.75,0.2,2017-12-13
Tomas Satoransky,PG/SGPGSG,WAS,vs MEM,13th,103.75,3800,5.5,37.0,13.6,0.82,16.0,4.1,16.5,24.0,19.03,19.03,%,34,5.0,15.0,8.0,2.1,2017-12-13
Mario Chalmers,PG,MEM,@ WAS,13th,96.75,3800,9.7,42.1,18.4,0.82,19.6,7.0,22.5,30.0,23.58,23.58,%,50,6.2,21.0,14.25,3.8,2017-12-13
Fred VanVleet,PG,TOR,@ PHX,28th,116.25,3800,12.3,39.9,14.8,0.89,18.8,5.9,16.7,22.79,24.13,24.13,%,47,6.4,24.0,13.0,3.4,2017-12-13
C.J. Miles,SG/SFSGSF,TOR,@ PHX,22nd,116.25,3800,8.0,35.2,16.8,0.93,23.0,8.4,18.1,19.62,19.66,19.66,%,54,5.2,17.0,8.75,2.3,2017-12-13
Dante Cunningham,SF/PFSFPF,NOP,vs MIL,9th,110.75,3700,1.4,24.1,13.8,0.61,10.9,4.9,22.5,16.75,11.16,11.16,%,53,3.0,21.0,13.0,3.5,2017-12-13
Darius Miller,SF,NOP,vs MIL,9th,110.75,3700,6.3,35.2,13.1,0.66,15.5,5.5,19.9,26.7,18.69,18.69,%,37,5.1,22.0,19.75,5.3,2017-12-13
Andrew Harrison,PG/SGPGSG,MEM,@ WAS,13th,96.75,3700,16.0,40.0,13.3,0.75,19.9,5.1,17.7,32.0,26.27,26.27,%,49,7.1,29.0,35.75,9.7,2017-12-13
Jared Dudley,PF,PHX,vs TOR,8th,104.25,3700,0.0,31.5,12.4,0.84,11.7,3.1,14.7,16.0,12.18,12.18,%,22,3.3,0.0,0.0,,2017-12-13
Shelvin Mack,PG,ORL,vs LAC,5th,105.25,3700,10.5,37.7,14.6,0.86,13.4,4.1,16.9,26.7,22.16,22.16,%,47,6.0,21.0,13.25,3.6,2017-12-13
Montrezl Harrell,PF/CPFC,LAC,@ ORL,21st,106.25,3700,7.5,30.6,12.3,1.16,21.2,3.7,10.6,14.79,17.42,17.42,%,46,4.7,11.0,13.5,3.6,2017-12-13
Jakob Poeltl,PF/CPFC,TOR,@ PHX,21st,116.25,3700,5.6,37.4,15.5,0.99,18.1,4.6,15.7,20.17,19.24,19.24,%,41,5.2,17.0,12.5,3.4,2017-12-13
