Player,Roster.Position,X.Drafted,FPTS,Date,Contest,ContestType,Roster Position,%Drafted
Domantas Sabonis,PF,0.39%,15.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Robin Lopez,C,0.36%,24.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Evan Turner,G,0.36%,18.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Ekpe Udoh,F,0.36%,12.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Andrew Harrison,G,0.34%,13.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Caris LeVert,SG,0.34%,26.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Andre Roberson,SG,0.34%,16.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dirk Nowitzki,PF,0.31%,21.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Thaddeus Young,SF,0.29%,20.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Al-Farouq Aminu,UTIL,0.29%,29.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Mario Chalmers,PG,0.29%,26.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Bojan Bogdanovic,G,0.27%,23.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tobias Harris,SF,0.27%,19.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Darren Collison,PG,0.22%,13.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Steven Adams,C,0.22%,26.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jeremy Lamb,SF,0.22%,41.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Serge Ibaka,PF,0.22%,37.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Denzel Valentine,UTIL,0.19%,40.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Yogi Ferrell,PG,0.17%,25.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Stanley Johnson,G,0.15%,21.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Wes Iwundu,SG,0.15%,7.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tyler Zeller,C,0.15%,10.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Montrezl Harrell,F,0.15%,19.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Reggie Jackson,G,0.15%,16.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Troy Daniels,SG,0.12%,13.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
D.J. Augustin,UTIL,0.12%,21.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Luke Kennard,SG,0.12%,12.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Pau Gasol,PF,0.12%,52.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Andrew Bogut,C,0.10%,6.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Clint Capela,C,0.10%,0.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dillon Brooks,G,0.10%,12.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jaylen Brown,SG,0.10%,29.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Miles Plumlee,UTIL,0.10%,23.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dragan Bender,PF,0.10%,10.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Shelvin Mack,UTIL,0.07%,12.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Marvin Williams,SF,0.07%,14.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Cory Joseph,G,0.07%,18.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jonathan Isaac,UTIL,0.07%,5.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kenneth Faried,C,0.07%,0.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Pascal Siakam,PF,0.07%,27.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jonas Jerebko,PF,0.07%,13.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Marcus Smart,F,0.07%,29.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Marquese Chriss,C,0.07%,25.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Andre Iguodala,SG,0.05%,0.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Davis Bertans,F,0.05%,2.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dwight Powell,PF,0.05%,9.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Eric Moreland,F,0.05%,2.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jahlil Okafor,UTIL,0.05%,0.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Sam Dekker,SF,0.05%,13.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Patty Mills,G,0.05%,12.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Marco Belinelli,UTIL,0.05%,18.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
J.J. Barea,PG,0.05%,27.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Joe Harris,SG,0.05%,22.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jawun Evans,PG,0.05%,6.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tarik Black,F,0.05%,6.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kyle Anderson,G,0.05%,23.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
JaVale McGee,UTIL,0.05%,13.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Shane Larkin,PG,0.02%,0.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tyler Ulis,UTIL,0.02%,6.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jerian Grant,G,0.02%,25.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
DeAndre' Bembry,UTIL,0.02%,12.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Malik Beasley,UTIL,0.02%,4.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
C.J. Williams,G,0.02%,16.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Norman Powell,SF,0.02%,14.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kosta Koufos,UTIL,0.02%,26.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Delon Wright,SG,0.02%,15.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Mike James,G,0.02%,12.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Luke Babbitt,SF,0.02%,1.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Arron Afflalo,SG,0.02%,3.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Bismack Biyombo,UTIL,0.02%,3.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jarell Martin,PF,0.02%,18.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Nick Young,G,0.02%,18.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Nik Stauskas,SG,0.02%,3.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Aron Baynes,UTIL,0.02%,8.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Fred VanVleet,G,0.02%,24.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tyus Jones,UTIL,0.02%,9.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jamal Crawford,G,0.02%,32.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Raymond Felton,UTIL,0.02%,17.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Marreese Speights,F,0.02%,0.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Josh Hart,UTIL,30.34%,27.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Chris Paul,PG,25.04%,20.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
James Harden,SG,24.18%,71.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Julius Randle,PF,22.77%,6.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kevin Durant,SF,19.77%,38.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Nikola Vucevic,UTIL,19.31%,38.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Victor Oladipo,PG,18.90%,34.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kyle Kuzma,SF,18.75%,58.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jordan Mickey,F,18.47%,19.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Nikola Mirotic,F,18.03%,33.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
DeAndre Jordan,C,17.33%,39.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Mario Hezonja,SG,17.15%,15.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Brandon Ingram,SG,15.83%,33.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
P.J. Tucker,PF,15.27%,27.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Isaiah Canaan,PG,15.21%,18.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Tyler Johnson,SG,12.70%,35.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kris Dunn,SG,11.96%,40.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Justin Holiday,SF,11.90%,22.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jonathon Simmons,SF,11.53%,16.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Nene Hilario,C,11.34%,14.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Nicolas Batum,SF,11.24%,9.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Trevor Ariza,G,10.98%,48.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Lou Williams,SG,9.97%,21.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Russell Westbrook,G,9.46%,56.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Omri Casspi,PF,9.43%,22.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Alex Len,PF,9.17%,24.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Josh Richardson,F,9.17%,35.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Rodney Hood,SG,9.01%,18.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Zach Randolph,PF,8.87%,36.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Karl-Anthony Towns,C,8.69%,48.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Lonzo Ball,PG,8.07%,37.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Ricky Rubio,UTIL,7.74%,8.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Buddy Hield,SG,7.50%,6.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Al Horford,C,7.24%,18.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
DeMar DeRozan,SF,7.18%,41.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Tyreke Evans,SG,6.72%,30.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Lauri Markkanen,F,6.61%,17.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Reggie Bullock,F,6.45%,5.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Andre Drummond,C,6.38%,31.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Eric Gordon,SG,6.18%,32.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
LaMarcus Aldridge,PF,6.12%,37.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Damian Lillard,PG,6.07%,30.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
T.J. Warren,SF,5.84%,45.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Ryan Anderson,C,5.82%,11.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Spencer Dinwiddie,SG,5.70%,28.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dejounte Murray,PG,5.68%,17.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dwight Howard,C,5.65%,26.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Rondae Hollis-Jefferson,UTIL,5.36%,31.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jimmy Butler,SG,5.26%,36.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Marc Gasol,C,5.11%,43.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jeff Teague,UTIL,5.03%,36.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Elfrid Payton,G,4.89%,35.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Greg Monroe,C,4.79%,0.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Austin Rivers,SG,4.74%,35.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jamal Murray,SG,4.72%,45.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Torrey Craig,G,4.53%,20.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Bobby Portis,UTIL,4.47%,23.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kyrie Irving,PG,4.44%,49.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Carmelo Anthony,SF,4.26%,30.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Bam Adebayo,UTIL,4.18%,11.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kent Bazemore,SG,4.00%,26.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Milos Teodosic,G,3.91%,24.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Klay Thompson,UTIL,3.91%,43.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jordan Bell,C,3.81%,18.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Harrison Barnes,SF,3.81%,39.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Will Barton,G,3.80%,24.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Derrick Favors,F,3.79%,11.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Nikola Jokic,UTIL,3.75%,35.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Willie Cauley-Stein,PF,3.69%,26.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kelly Olynyk,UTIL,3.67%,48.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Alec Burks,G,3.39%,32.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Maxi Kleber,UTIL,3.32%,8.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kemba Walker,PG,3.31%,28.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Frank Mason III,SG,3.28%,12.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Frank Kaminsky,UTIL,3.21%,11.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jayson Tatum,UTIL,3.14%,24.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Myles Turner,C,3.06%,38.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Mason Plumlee,UTIL,3.01%,40.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Trey Lyles,PF,2.65%,18.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dennis Schroder,PG,2.60%,27.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jonas Valanciunas,C,2.60%,18.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
CJ McCollum,PG,2.58%,30.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Taj Gibson,F,2.57%,22.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kyle Lowry,PG,2.55%,26.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Garrett Temple,G,2.54%,9.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Lance Stephenson,UTIL,2.39%,30.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
George Hill,G,2.33%,37.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Andrew Wiggins,SF,2.30%,22.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Paul George,SF,2.21%,35.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Domantas Sabonis,PF,2.15%,15.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jordan Clarkson,SG,2.06%,9.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Taurean Prince,SF,2.05%,21.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
David Nwaba,SG,2.03%,14.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dion Waiters,SF,1.96%,23.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Joe Ingles,SF,1.93%,12.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
John Collins,PF,1.92%,29.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Michael Kidd-Gilchrist,SF,1.79%,22.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Bojan Bogdanovic,SG,1.76%,23.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Wayne Ellington,UTIL,1.59%,18.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Ersan Ilyasova,F,1.57%,17.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Patrick McCaw,UTIL,1.56%,24.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Bogdan Bogdanovic,SF,1.55%,20.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Tobias Harris,SF,1.55%,19.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Allen Crabbe,SF,1.54%,21.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jeremy Lamb,SG,1.53%,41.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Larry Nance Jr.,F,1.53%,32.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Caris LeVert,SF,1.52%,26.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jaylen Brown,UTIL,1.50%,29.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Robin Lopez,C,1.50%,24.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
JaMychal Green,SF,1.48%,14.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jamil Wilson,F,1.44%,21.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Thaddeus Young,UTIL,1.38%,20.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
DeMarre Carroll,UTIL,1.37%,29.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Rudy Gay,F,1.34%,10.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jusuf Nurkic,C,1.28%,23.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Al-Farouq Aminu,F,1.27%,29.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dirk Nowitzki,C,1.24%,21.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Ekpe Udoh,F,1.24%,12.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Wilson Chandler,F,1.21%,28.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
David West,F,1.18%,19.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Darren Collison,G,1.04%,13.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Tyson Chandler,C,1.01%,10.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Yogi Ferrell,SG,0.96%,25.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Andre Roberson,F,0.92%,16.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Thabo Sefolosha,G,0.92%,22.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Wesley Matthews,F,0.91%,14.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dennis Smith Jr.,PG,0.90%,28.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Denzel Valentine,F,0.87%,40.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Pau Gasol,PF,0.81%,52.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Joe Johnson,UTIL,0.77%,6.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Tyler Zeller,UTIL,0.75%,10.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Josh Jackson,G,0.73%,26.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Andrew Harrison,SG,0.69%,13.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Clint Capela,C,0.69%,0.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Serge Ibaka,C,0.67%,37.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Evan Turner,F,0.67%,18.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Reggie Jackson,G,0.66%,16.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Marcus Smart,G,0.62%,29.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Stanley Johnson,SG,0.62%,21.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Norman Powell,UTIL,0.61%,14.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Mario Chalmers,G,0.54%,26.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Steven Adams,C,0.53%,26.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
J.J. Barea,G,0.46%,27.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jerian Grant,UTIL,0.43%,25.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Marco Belinelli,G,0.41%,18.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Patty Mills,UTIL,0.40%,12.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Manu Ginobili,SF,0.39%,21.25,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Montrezl Harrell,PF,0.36%,19.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Kenneth Faried,C,0.36%,0.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jonas Jerebko,PF,0.34%,13.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Marvin Williams,PF,0.34%,14.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Andre Iguodala,F,0.34%,0.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
OG Anunoby,PF,0.33%,32.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Troy Daniels,G,0.32%,13.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Tarik Black,UTIL,0.32%,6.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dragan Bender,UTIL,0.31%,10.0,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Dwight Powell,C,0.30%,9.75,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
Jonathan Isaac,F,0.30%,5.5,2017-12-20,$3.00entry_NBA $110K Sharpshooter [20 Entry Max],Other,,
