Player,Roster.Position,X.Drafted,FPTS,Date,Contest,ContestType,Roster Position,%Drafted
Arron Afflalo,SF,0.07%,3.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Dakari Johnson,UTIL,0.07%,5.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Álex Abrines,G,0.07%,9.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kawhi Leonard,SF,0.07%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Patrick Patterson,PF,0.06%,9.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Malik Monk,SG,0.06%,16.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kevon Looney,PF,0.06%,9.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Noah Vonleh,C,0.06%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
DeAndre' Bembry,UTIL,0.06%,12.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Michael Carter-Williams,G,0.05%,13.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ben McLemore,F,0.05%,15.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jared Dudley,F,0.05%,2.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Donovan Mitchell,PG,0.04%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Draymond Green,C,0.04%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Danny Green,UTIL,0.04%,16.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tyus Jones,SG,0.04%,9.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Joffrey Lauvergne,C,0.03%,9.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Shane Larkin,G,0.03%,0.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Maurice Harkless,SF,0.03%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Antonio Blakeney,G,0.03%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Sindarius Thornwell,UTIL,0.03%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
TJ Leaf,F,0.03%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Willie Reed,C,0.03%,16.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jarell Martin,F,0.02%,18.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Royce O'Neale,UTIL,0.02%,12.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Timofey Mozgov,C,0.02%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Semi Ojeleye,F,0.02%,1.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Salah Mejri,C,0.02%,20.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Corey Brewer,SF,0.02%,35.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Damien Wilkins,G,0.02%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Malcolm Delaney,G,0.02%,15.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Danilo Gallinari,SF,0.02%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Paul Zipser,SF,0.02%,8.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Malik Beasley,UTIL,0.02%,4.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Devin Booker,SF,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
De'Aaron Fox,G,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Evan Fournier,SG,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Pat Connaughton,F,0.01%,5.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Josh Huestis,SF,0.01%,2.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Juancho Hernangómez,F,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Meyers Leonard,PF,0.01%,4.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Joe Young,UTIL,0.01%,3.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Danuel House,SF,0.01%,8.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Cristiano Felicio,F,0.01%,3.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Delon Wright,G,0.01%,15.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Isaiah Taylor,UTIL,0.01%,14.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tony Parker,G,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Justise Winslow,F,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Goran Dragic,UTIL,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Stephen Curry,SG,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Chandler Parsons,UTIL,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Aaron Brooks,UTIL,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Georgios Papagiannis,UTIL,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Josh Magette,G,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Matt Costello,PF,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Boban Marjanovic,C,0.01%,7.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Chris Boucher,PF,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Shaun Livingston,UTIL,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kyle Singler,UTIL,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Khem Birch,F,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
D'Angelo Russell,G,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Blake Griffin,C,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Brice Johnson,C,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Wesley Johnson,SF,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Daniel Theis,PF,0.01%,12.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Thomas Bryant,PF,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Zaza Pachulia,C,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Marcus Georges-Hunt,SF,0.01%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jamel Artis,SF,0.01%,10.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Nate Wolters,G,0.00%,2.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ivica Zubac,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Udonis Haslem,UTIL,0.00%,3.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Quincy Pondexter,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Malachi Richardson,SF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Johnathan Motley,F,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Brandon Paul,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Luol Deng,F,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Dwayne Bacon,SF,0.00%,8.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Brandan Wright,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Alan Williams,C,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Patrick Beverley,PG,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Dewayne Dedmon,C,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Avery Bradley,SG,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Vander Blue,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Richard Jefferson,PF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Mike Conley,PG,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Monte Morris,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Alfonzo McKinnie,PF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Chinanu Onuaku,F,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jeff Withey,C,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Darrun Hilliard,SF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Nick Collison,C,0.00%,3.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
James Johnson,PF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Alex Poythress,UTIL,0.00%,1.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jack Cooley,F,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Vince Hunter,PF,0.00%,5.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Abdel Nader,PF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kobi Simmons,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Caleb Swanigan,F,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Damian Jones,C,0.00%,1.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tyler Ennis,PG,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Bobby Brown,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Okaro White,PF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Rodney McGruder,SG,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Gordon Hayward,SF,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Wayne Selden Jr.,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Harry Giles,C,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jeremy Lin,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Henry Ellenson,PF,0.00%,3.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ivan Rabb,PF,0.00%,3.25,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ike Anigbogu,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jake Layman,F,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Terrence Ross,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Seth Curry,PG,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Guerschon Yabusele,UTIL,0.00%,10.75,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Derrick White,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Mike Muscala,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Matt Williams Jr.,SG,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Adreian Payne,PF,0.00%,14.5,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Rudy Gobert,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tyler Dorsey,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kay Felder,UTIL,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Zach LaVine,G,0.00%,0.0,2017-12-20,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
James Harden,PG,40.51%,71.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Josh Hart,UTIL,36.23%,27.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tyler Johnson,G,35.79%,35.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
P.J. Tucker,SF,34.03%,27.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
DeAndre Jordan,C,30.98%,39.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Julius Randle,UTIL,25.61%,6.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jordan Mickey,F,25.44%,19.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Chris Paul,G,21.47%,20.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Ricky Rubio,UTIL,20.21%,8.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Trevor Ariza,G,19.26%,48.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kevin Durant,F,18.47%,38.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Nene Hilario,C,18.13%,14.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Nikola Vucevic,C,17.30%,38.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
T.J. Warren,PF,16.14%,45.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Karl-Anthony Towns,UTIL,15.76%,48.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Lou Williams,PG,15.56%,21.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Brandon Ingram,SG,14.55%,33.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kyle Kuzma,PF,13.19%,58.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Rodney Hood,SG,12.63%,18.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kelly Olynyk,PF,12.61%,48.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tyreke Evans,PG,11.71%,30.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Victor Oladipo,UTIL,11.42%,34.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Zach Randolph,F,10.29%,36.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Lonzo Ball,G,10.07%,37.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Nicolas Batum,UTIL,9.10%,9.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kris Dunn,PG,8.74%,40.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Mario Hezonja,G,8.23%,15.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Rondae Hollis-Jefferson,PF,8.18%,31.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Omri Casspi,UTIL,8.01%,22.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kemba Walker,PG,7.33%,28.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Justin Holiday,SF,7.26%,22.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Milos Teodosic,G,6.97%,24.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Elfrid Payton,G,6.85%,35.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Isaiah Canaan,SG,6.70%,18.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Paul George,SF,6.68%,35.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Wayne Ellington,SG,6.63%,18.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Derrick Favors,PF,6.36%,11.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Nikola Mirotic,PF,6.29%,33.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Josh Richardson,SF,6.15%,35.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dwight Howard,C,6.12%,26.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Marc Gasol,C,6.03%,43.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Spencer Dinwiddie,PG,5.86%,28.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Buddy Hield,SF,5.71%,6.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Austin Rivers,G,5.66%,35.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Russell Westbrook,PG,5.66%,56.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Ryan Anderson,F,5.42%,11.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
LaMarcus Aldridge,PF,5.32%,37.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Bam Adebayo,C,5.32%,11.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Damian Lillard,PG,5.08%,30.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jonathon Simmons,SF,5.01%,16.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Alex Len,F,4.99%,24.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Joe Ingles,SG,4.77%,12.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
DeMarre Carroll,PF,4.65%,29.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dennis Schroder,G,4.60%,27.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Torrey Craig,F,4.53%,20.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Willie Cauley-Stein,PF,4.53%,26.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jeff Teague,PG,4.43%,36.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Will Barton,F,4.40%,24.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Nikola Jokic,UTIL,4.38%,35.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Andre Drummond,UTIL,4.38%,31.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Al Horford,PF,4.26%,18.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dejounte Murray,UTIL,3.94%,17.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jordan Bell,PF,3.58%,18.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Eric Gordon,G,3.41%,32.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
DeMar DeRozan,F,3.36%,41.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Lauri Markkanen,PF,3.36%,17.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Klay Thompson,UTIL,3.34%,43.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Carmelo Anthony,SF,3.07%,30.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jamal Murray,UTIL,3.00%,45.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Alec Burks,G,2.76%,32.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Michael Kidd-Gilchrist,SF,2.73%,22.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Myles Turner,C,2.32%,38.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Reggie Bullock,SF,2.32%,5.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
David Nwaba,SG,2.20%,14.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jimmy Butler,SG,2.11%,36.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Allen Crabbe,SG,1.98%,21.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jordan Clarkson,SG,1.86%,9.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Bobby Portis,UTIL,1.65%,23.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kyrie Irving,PG,1.60%,49.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kyle Lowry,PG,1.57%,26.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Josh Jackson,G,1.57%,26.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dion Waiters,SG,1.55%,23.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
CJ McCollum,G,1.40%,30.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Garrett Temple,SG,1.40%,9.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Ersan Ilyasova,F,1.38%,17.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
George Hill,PG,1.33%,37.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Mason Plumlee,C,1.33%,40.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jonas Valanciunas,C,1.28%,18.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
JaMychal Green,PF,1.23%,14.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Larry Nance Jr.,PF,1.21%,32.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Frank Mason III,PG,1.19%,12.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Greg Monroe,PF,1.16%,0.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Patrick McCaw,F,1.14%,24.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Maxi Kleber,PF,1.06%,8.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Kent Bazemore,G,1.04%,26.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Andrew Wiggins,F,0.94%,22.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Wilson Chandler,UTIL,0.87%,28.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Harrison Barnes,SF,0.87%,39.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Gary Harris,SG,0.80%,0.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Lance Stephenson,SG,0.77%,30.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jayson Tatum,F,0.73%,24.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jusuf Nurkic,C,0.70%,23.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Frank Kaminsky,PF,0.68%,11.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Trey Lyles,PF,0.63%,18.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Taj Gibson,PF,0.61%,22.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Tyson Chandler,C,0.56%,10.0,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
David West,C,0.56%,19.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Jamil Wilson,F,0.53%,21.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Dennis Smith Jr.,G,0.51%,28.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Bogdan Bogdanovic,SG,0.51%,20.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Thabo Sefolosha,UTIL,0.51%,22.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Taurean Prince,SG,0.48%,21.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
John Collins,PF,0.44%,29.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Joe Johnson,UTIL,0.41%,6.25,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Rudy Gay,SF,0.41%,10.75,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
Wesley Matthews,SG,0.39%,14.5,2017-12-20,$55.00entry_NBA $200K Finger Wag,Other,,
